OID_,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,OBJECTID,Shape_Length_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1,Shape_Length,x,y
78,640,31.0883007,31.2817001,1.0000000,0.0000000,0.7500000,4.0000000,7.2446275,1.0000000,91.6858215,1.3445147,270.5086060,18.5934181,18.5752869,153.8775024,60.4591484,8901.8330078,1.0263177,1.0527852,96.0000000,2363.8623047,1747.0739746,8902.0000000,70.0000000,226.0000000,106.8767319,91.5790253,1.2160778,104315.9765625,1432.6026611,459.4588013,266.6322632,1.5656360,295.7137756,222.7394104,59446.8320312,1.1338848,1.2677919,561.0000000,20340.1171875,15061.2470703,59448.0000000,364.0000000,1180.0000000,353.7804871,266.6691895,1.4684281,840034.8750000,3456.6508789,903.2445679,232.7215424,1.1318890,456.9641418,511.2526855,207429.8281250,1.1023043,1.2046152,1335.0000000,51362.6484375,37975.8437500,207947.0000000,785.0000000,2548.0000000,849.3618164,484.6177673,1.7235737,2482218.0000000,5817.6679688,1472.2203369,212.7813263,1.0850458,577.8208008,792.5655518,404939.8437500,1.2800583,1.5601199,2030.0000000,79094.0625000,70386.8750000,404941.0000000,1160.0000000,3724.0000000,986.3599243,562.2916260,1.7451547,4081797.5000000,7303.1767578,1682.8619385,177.6865082,1.0398300,625.1708374,886.0297241,485173.8437500,1.1794071,1.3588171,2368.0000000,92206.7734375,92974.8125000,485395.0000000,1296.0000000,4146.0000000,1086.0151367,619.8362427,1.7576020,4431366.5000000,7631.6523438,1941.2584229,196.4987030,1.0458987,752.0928955,990.8898926,613345.3125000,0.9999989,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1354.8395996,782.0873413,1.7453827,5539375.0000000,8738.8583984,2509.4709473,178.0942688,1.0970812,640,,,none,,,,,0.2500000,0.5000000,,7.189811114122524,1.3038312,103.7920609
79,641,30.8610001,31.2817001,1.0000000,0.0000000,0.5000000,4.0000000,2.2848701,1.0000000,6.8267922,1.0014116,203.8457489,1.1652515,1.1389577,150.7087860,99.7658463,1254944.8750000,124.7196274,1.5051256,153.0000000,4255.3710938,3375.1701660,13792.0000000,113.0000000,366.0000000,169.4803467,135.8415070,1.2937858,252601.5468750,2031.8939209,595.0806885,246.3638763,1.3006372,281.4361267,312.5752869,165337472.0000000,3484.1066895,1.5420856,719.0000000,27447.8769531,20313.9824219,77592.0000000,447.0000000,1454.0000000,451.6016541,303.8889465,1.5362694,1284448.0000000,4367.5068359,1131.7761230,213.5518494,1.1817913,438.2389221,650.2135620,680563840.0000000,4479.3706055,1.4618046,1473.0000000,55448.3554688,44184.2968750,247774.0000000,857.0000000,2777.0000000,873.1021118,496.9281616,1.7302679,2939423.5000000,6388.6909180,1532.4130859,214.2175140,1.1049732,554.1018677,931.5414429,1988951296.0000000,6699.6577148,1.7518762,2185.0000000,83088.8281250,76369.7812500,443625.0000000,1236.0000000,3956.0000000,1022.4051514,583.7620239,1.7477385,4213478.5000000,7434.5449219,1842.1582031,185.4812927,1.0438982,582.7821045,984.0564575,2997433600.0000000,7300.4936523,1.3763757,2382.0000000,93554.4609375,94614.0078125,488848.0000000,1303.0000000,4171.0000000,1091.6641846,624.2429199,1.7540967,4602535.5000000,7805.2758789,2049.0646973,203.7250061,1.0533422,706.7644653,1089.5206299,3922989056.0000000,6396.0458984,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1352.4749756,781.7694702,1.7423271,5539375.0000000,8738.8583984,2512.1516113,178.0332794,1.0970812,641,,,none,,,,,0.2500000,0.2500000,,2.245789497715850,1.3038518,103.7920380
80,643,30.9281998,30.2308006,1.0000000,0.0000000,0.5000000,4.0000000,24.0782356,1.0000000,12.9028444,1.0062780,289.5791931,4.6226349,4.6662226,163.9907990,33.6439972,32489.3339844,10.3580723,1.4001789,93.0000000,2963.9775391,2193.3532715,5069.0000000,64.0000000,205.0000000,96.6667023,61.0929222,1.6175925,141063.0312500,1532.5981445,431.3928833,320.0906372,1.3250538,305.3794250,143.2674408,30225002.0000000,1426.6960449,0.8850869,450.0000000,18159.5019531,13100.1396484,39589.0000000,297.0000000,960.0000000,323.7512817,238.4340820,1.4945788,895560.7500000,3674.2194824,899.7533569,230.8211365,1.1995691,471.3633423,411.5096436,212165936.0000000,1917.3620605,1.0082746,1240.0000000,49876.1445312,36219.3281250,176887.0000000,753.0000000,2446.0000000,843.9525146,475.1518555,1.7351903,2725965.2500000,6297.4389648,1441.4154053,210.9768219,1.1577046,594.8895874,696.7421265,734789056.0000000,2728.3737793,1.3970637,1949.0000000,76747.1953125,67298.9296875,376346.0000000,1131.0000000,3633.0000000,984.9193726,555.3546143,1.7572088,4124328.5000000,7362.6928711,1711.2448730,177.2091827,1.0459484,653.5313721,819.5121460,1360204160.0000000,3411.8583984,1.3444598,2361.0000000,91647.7421875,92166.1718750,481954.0000000,1296.0000000,4146.0000000,1089.0638428,618.8145142,1.7657562,4431366.5000000,7631.6523438,1963.6058350,195.8382568,1.0458987,780.5407104,926.1378174,1919089664.0000000,3128.8859863,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1365.8587646,788.1854858,1.7494744,5539375.0000000,8738.8583984,2537.7402344,177.7678986,1.0970812,643,,,none,,,,,0.2500000,0.2500000,,24.061708513872304,1.3040789,103.7919312
81,644,30.8610001,30.2348995,1.0000000,0.0000000,0.7500000,4.0000000,32.6620483,0.9999999,78.0483170,1.0215758,299.8276367,20.7693024,20.8279991,120.1716309,85.6903000,70887.3359375,10.0414324,1.1722844,111.0000000,2651.1110840,2201.0603027,9015.0000000,76.0000000,244.0000000,106.3951263,86.4026794,1.2311304,81810.0859375,1230.1096191,356.5918579,297.8794250,1.4718750,291.7085571,232.8821564,18292330.0000000,911.1163330,1.2078154,538.0000000,19402.2968750,14639.8496094,55441.0000000,346.0000000,1122.0000000,350.8820496,254.9868622,1.5004942,807125.9375000,3421.3530273,890.2146606,231.5834198,1.1541032,459.8812561,505.1553955,19239590.0000000,200.6610413,1.1575773,1281.0000000,50370.1210938,36737.8359375,196708.0000000,761.0000000,2475.0000000,838.6121216,469.0820618,1.7489890,2639932.0000000,6172.0502930,1428.3718262,211.2925110,1.1483024,581.4591064,779.9437256,19574406.0000000,76.5041046,1.4903002,1963.0000000,76859.8203125,67584.5625000,389218.0000000,1134.0000000,3643.0000000,984.3620605,546.0370483,1.7871202,4025596.2500000,7288.7255859,1696.0103760,177.1848297,1.0501785,635.1604614,887.9990234,19761862.0000000,46.5822754,1.3467954,2361.0000000,91657.0234375,92166.1718750,481954.0000000,1296.0000000,4146.0000000,1092.7612305,611.1017456,1.7951021,4431366.5000000,7631.6523438,1948.9431152,195.9612579,1.0458987,764.9923706,995.0806274,19893402.0000000,32.4342232,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1369.6264648,779.4487915,1.7764093,5539375.0000000,8738.8583984,2522.4987793,177.7548981,1.0970812,644,,,none,,,,,0.2500000,0.5000000,,32.645987540980428,1.3039428,103.7919235
82,645,30.3836994,31.2817001,1.0000000,0.0000000,0.5000000,5.0000000,29.4335709,0.9999999,111.5159760,1.0374931,112.4165878,17.6853752,17.6292496,154.6647949,104.4324112,1262448.3750000,125.1035919,1.6946284,172.0000000,5591.3574219,4428.1367188,15283.0000000,127.0000000,410.0000000,196.1419373,154.7552948,1.3732628,323491.3750000,2244.3137207,585.1402588,245.4316559,1.2390664,289.0451355,355.6403198,165580576.0000000,3488.1750488,1.7415482,764.0000000,29075.5039062,22077.5039062,91641.0000000,464.0000000,1508.0000000,499.8124084,331.3932190,1.5141382,1305707.2500000,4384.3862305,1128.5798340,212.8701630,1.1715529,433.8359680,689.5657349,681442432.0000000,4483.7968750,1.5548186,1515.0000000,57688.2226562,45550.4648438,261100.0000000,875.0000000,2835.0000000,861.0482788,493.6588135,1.7094674,3359381.5000000,6827.4394531,1655.2496338,178.5769958,1.1041969,544.2493286,961.7698975,1990609792.0000000,6704.8588867,1.7781644,2214.0000000,83979.5312500,77395.7187500,449721.0000000,1249.0000000,3999.0000000,1011.1408691,579.2003784,1.7363275,4213478.5000000,7434.5449219,1845.6312256,185.0657349,1.0438982,570.6101685,1008.7809448,2999338496.0000000,7305.1386719,1.3828796,2385.0000000,93582.4765625,94614.0078125,490168.0000000,1306.0000000,4183.0000000,1079.5950928,620.3029175,1.7412076,4602535.5000000,7805.2758789,2048.1740723,203.3393707,1.0533422,693.3644409,1114.1705322,3925398016.0000000,6399.9731445,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1337.0201416,776.2748413,1.7307892,5539375.0000000,8738.8583984,2517.3154297,177.7413177,1.0970812,645,,,none,,,,,0.2500000,0.2500000,,29.398497453543175,1.3038950,103.7919235
83,646,33.3240013,34.3395004,1.0000000,0.0000000,1.0000000,4.0000000,6.5644369,1.0000000,4.1564002,1.0006580,287.9409485,2.8071465,2.6802092,152.1201019,4.9453330,1731.3333740,2.6542530,0.1312041,53.0000000,1000.7253418,845.7543335,574.0000000,38.0000000,117.0000000,124.2197571,70.2868347,1.8040988,15478.6328125,561.6387329,168.0949402,130.7155762,1.6217042,329.2687988,136.4211273,161506.8281250,4.1652060,0.9223011,444.0000000,12093.5341797,9213.2871094,43487.0000000,284.0000000,922.0000000,306.0516968,177.6287231,2.0043437,492747.5625000,2718.5778809,670.4844971,308.2849426,1.1935736,432.7148438,248.0466003,421047.3437500,3.9404969,0.6531875,883.0000000,33305.7031250,26279.2441406,99827.0000000,535.0000000,1730.0000000,568.9700928,314.0142517,1.9575801,1592500.0000000,4916.4902344,1288.9627686,213.2056732,1.2078724,607.9746094,496.3585815,1221040.3750000,4.6671700,1.0066005,1599.0000000,62311.8203125,50084.4687500,274738.0000000,923.0000000,2982.0000000,932.9121704,461.7064819,2.0403495,3416783.2500000,6882.4365234,1564.4978027,216.4359741,1.1032073,722.6666260,701.8803101,2163966.7500000,5.4653955,1.2674215,2282.0000000,87666.2890625,82148.0468750,457982.0000000,1278.0000000,4088.0000000,1085.6807861,538.4033203,2.0409501,4302570.5000000,7497.8227539,1751.7574463,185.0664062,1.0397586,870.4814453,822.9315186,3066717.2500000,4.9999795,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1408.1929932,723.3526001,2.0005059,5539375.0000000,8738.8583984,2424.2133789,177.4587097,1.0970812,646,,,none,,,,,0.5000000,0.5000000,,6.484672000349653,1.3030480,103.7918472
84,648,30.4724007,18.4438992,1.0000000,0.0000000,0.5000000,5.0000000,120.3236160,1.0000000,119.8455811,1.0830731,18.0470200,30.0312042,30.7829857,182.4367981,67.6708221,12303.3330078,0.9934080,0.9190691,143.0000000,4783.9423828,2732.4357910,12188.0000000,109.0000000,358.0000000,254.9193726,184.7805176,1.4363773,175357.5000000,1657.8795166,526.9625854,323.7622070,1.2473023,284.2304077,265.8675537,178385.8281250,2.8249822,1.4095722,719.0000000,24188.0937500,20960.9140625,69929.0000000,461.0000000,1489.0000000,393.1046753,256.1810303,1.6796048,923923.6875000,3784.4697266,769.9373779,356.3554993,1.2335708,434.8226318,527.9146729,561942.3125000,2.9244032,1.2378455,1483.0000000,58372.1406250,46847.9765625,202999.0000000,878.0000000,2832.0000000,630.6449585,396.7682190,1.7544646,3090869.0000000,6520.2094727,1233.7515869,274.0087280,1.0945425,567.8882446,797.0124512,1059553.8750000,3.0765414,1.3733509,2086.0000000,79511.5625000,72946.3906250,392899.0000000,1200.0000000,3841.0000000,732.0382080,459.8389587,1.6867774,3859199.0000000,7186.3769531,1359.7012939,220.4042816,1.0649101,623.0565796,895.0079956,1344024.3750000,3.2093599,1.3172423,2358.0000000,92273.5234375,92472.6796875,478452.0000000,1295.0000000,4143.0000000,824.0518188,507.5301514,1.6957731,4429944.5000000,7630.9775391,1581.2934570,199.0858765,1.0460495,762.9341431,1003.4443970,1505878.3750000,2.4551857,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1106.7617188,634.3815308,1.7501339,5539375.0000000,8738.8583984,2144.3598633,176.8537140,1.0970812,648,,,no_16,,,,,0.2500000,0.2500000,,119.579300546771933,1.3005613,103.7917633
85,649,31.2651997,30.2089996,1.0000000,0.0000000,0.5000000,4.0000000,44.4374619,1.0000000,7.7759666,1.0010862,357.0108643,6.5527096,6.6187224,151.8713684,107.9630356,753689.8125000,70.5441208,1.7313286,203.0000000,5298.7470703,4077.8952637,15683.0000000,146.0000000,467.0000000,177.9944000,124.8384323,1.6718029,245129.1875000,2083.0373535,560.6565552,301.8338318,1.4086050,262.4717102,335.1309814,248215456.0000000,4715.1000977,1.6247774,758.0000000,28502.2285156,21710.3769531,79401.0000000,456.0000000,1481.0000000,420.8560791,286.3898010,1.5296293,1284448.0000000,4367.5068359,1106.2602539,212.5996857,1.1817913,430.7223816,664.4140015,1894912256.0000000,13446.2431641,1.4550580,1489.0000000,56800.3359375,45579.9609375,245868.0000000,861.0000000,2789.0000000,852.2269287,473.8996582,1.7654328,2939423.5000000,6388.6909180,1506.6448975,213.5299072,1.1049732,550.7064209,947.0627441,5675870720.0000000,21300.7070312,1.7492987,2186.0000000,83523.3906250,76296.9140625,442613.0000000,1241.0000000,3971.0000000,1005.9086304,559.6109619,1.7919245,4127482.5000000,7327.2299805,1676.0043945,204.5255585,1.0351053,580.3559570,1000.7464600,10162854912.0000000,27320.9726562,1.3763757,2381.0000000,92741.6718750,93944.4218750,488845.0000000,1303.0000000,4171.0000000,1076.1917725,600.2926025,1.7981359,4431366.5000000,7631.6523438,1924.0189209,195.6506195,1.0458987,705.1547852,1106.0708008,14257798144.0000000,23245.9296875,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1337.6242676,757.3604736,1.7821692,5539375.0000000,8738.8583984,2502.1176758,177.3495026,1.0970812,649,,,no_19,,,,,0.2500000,0.2500000,,44.376838218671672,1.3037506,103.7917786
86,651,28.4207993,26.7852001,1.0000000,0.0000000,1.0000000,4.0000000,17.6054897,1.0000000,166.0742798,1.5457178,298.5356445,45.9506416,46.1550903,170.6739197,24.8468018,4360.3334961,0.7141255,0.4285731,85.0000000,2367.3781738,1748.5874023,4140.0000000,64.0000000,208.0000000,165.8803406,135.3285980,1.3884016,132441.5625000,1530.4117432,440.0682983,258.7429810,1.4072860,304.6338806,247.5586243,71217.8359375,1.2230964,1.4462116,634.0000000,22760.7128906,16471.4804688,71217.0000000,416.0000000,1353.0000000,389.8717651,282.4016418,1.4264013,1086379.0000000,4195.8437500,1120.3948975,210.6703186,1.2895772,454.4695435,548.4807739,227076.3281250,1.1765573,1.3531204,1397.0000000,53478.1406250,41157.4101562,226934.0000000,813.0000000,2638.0000000,807.2416382,465.2398987,1.6889334,2797326.0000000,6278.6474609,1497.7773438,210.8476715,1.1214483,569.4074707,823.2794189,419490.8437500,1.3097707,1.6195445,2099.0000000,80714.8125000,72694.2500000,419374.0000000,1200.0000000,3847.0000000,945.2334595,543.3842773,1.7244132,4081797.5000000,7303.1767578,1709.0927734,175.8177948,1.0398300,609.0836182,901.0371094,485963.8437500,1.1814393,1.3628814,2374.0000000,92325.1406250,93515.9140625,485966.0000000,1299.0000000,4157.0000000,1032.5915527,597.2711792,1.7309052,4431366.5000000,7631.6523438,1948.2199707,194.7060394,1.0458987,735.3107300,1006.8810425,613345.3125000,0.9999989,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1299.1383057,760.8970947,1.7186052,5539375.0000000,8738.8583984,2535.0393066,176.8305664,1.0970812,651,,,none,,,,,0.5000000,0.5000000,,17.465344309060935,1.3040433,103.7915497
87,652,28.1830006,28.6830006,373.0000000,0.0000000,1.0000000,5.0000000,53.8098450,0.9999999,228.9192352,1.1363916,270.8856812,70.8549042,70.7924042,108.8921814,56.8044052,2968085.2500000,776.1365356,359.2966309,11.0000000,258.4060364,802.9591064,4476.0000000,7.0000000,22.0000000,46.4971657,22.8571758,8.3560247,2589.5483398,233.1945343,61.9487495,224.5550842,1.6711016,217.1597290,84.1198807,16585196.0000000,1292.7962646,252.7536163,35.0000000,940.2913208,2547.1894531,11889.0000000,21.0000000,68.0000000,79.7878265,47.6075630,4.3154888,19239.5644531,541.6419678,165.1779480,331.1940308,1.2134434,455.7901001,140.3234406,36670688.0000000,1110.3177490,173.1713257,333.0000000,11970.7441406,9785.2890625,42494.0000000,220.0000000,718.0000000,321.8341675,152.2488098,2.8529184,441210.1562500,2481.7607422,531.2697754,346.8959961,1.1108731,642.5932007,280.2334595,161533744.0000000,1178.8044434,162.9864807,1072.0000000,37410.2656250,31466.0976562,142701.0000000,657.0000000,2128.0000000,546.3712158,324.1631470,2.0157697,1683432.3750000,5088.3764648,1046.4030762,218.5485229,1.2239197,780.8813477,459.7380066,434168768.0000000,1412.4642334,261.9529724,1802.0000000,71395.5312500,60039.7734375,304138.0000000,1044.0000000,3353.0000000,688.0249634,401.3731079,1.8897399,3647374.2500000,6987.0395508,1327.9326172,221.2391510,1.0651143,1035.3767090,708.1795654,1142128000.0000000,1862.1267090,373.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1104.0635986,606.3836060,1.8678544,5539375.0000000,8738.8583984,2167.7404785,175.7329407,1.0970812,652,,,none,,,,,0.5000000,0.5000000,,53.731048491567250,1.3007095,103.7913589
88,653,18.5028000,28.1830006,373.0000000,0.0000000,1.0000000,2.0000000,43.4607925,0.9999999,165.6806335,1.3927338,216.2514954,53.4953804,52.2853546,111.3488312,40.0112495,742021.3125000,257.3323364,224.5535278,5.0000000,141.3670044,429.3303223,2238.0000000,3.0000000,10.0000000,39.0712166,28.2469273,1.3828741,1165.1795654,162.6574402,68.1493530,252.5974426,1.8069459,258.0802612,56.9183998,2689827.2500000,269.3832092,190.6330872,19.0000000,394.7457581,1330.1905518,7460.0000000,11.0000000,34.0000000,93.8932190,52.4550056,2.3603795,5199.4672852,300.3064575,102.4485931,273.6335144,1.3802592,371.6418762,70.1365204,5122160.5000000,226.6151733,93.4987335,57.0000000,2027.0810547,3518.3000488,13981.0000000,36.0000000,117.0000000,142.2160492,82.7714462,2.0429304,84424.4921875,1286.4320068,467.8384399,321.6206665,1.5598949,648.1383057,135.1574860,22807022.0000000,225.8484802,81.7240982,493.0000000,16994.9238281,14898.6552734,61281.0000000,325.0000000,1054.0000000,419.0703735,199.9467926,2.5448782,646558.8750000,3127.5322266,727.0233154,356.7314148,1.2038867,828.2481689,268.2839966,68110296.0000000,260.8703613,149.7534180,1280.0000000,46739.7109375,38075.3593750,183182.0000000,773.0000000,2497.0000000,662.6190796,371.0852356,2.0470243,2269731.7500000,5771.6054688,1175.9342041,287.1509705,1.1679087,1181.7077637,602.4910889,228685312.0000000,372.8487854,373.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1158.8510742,634.5673218,1.8824891,5539375.0000000,8738.8583984,2187.3715820,176.7190552,1.0970812,653,,,none,,,,,0.5000000,0.5000000,,40.333591920601364,1.3009393,103.7916946
89,655,28.4965992,28.1830006,373.0000000,0.0000000,1.0000000,2.0000000,24.4647102,0.9999999,152.3247681,1.4321605,313.1667786,44.1973686,44.2365685,125.6833725,52.0431442,1298537.3750000,311.5995178,299.9324036,9.0000000,226.5494232,625.0183105,3730.0000000,5.0000000,16.0000000,50.3411865,26.7762089,2.1831288,2408.3896484,236.7138367,77.1376953,222.1373901,1.8514445,245.0374298,72.7283783,3663730.2500000,285.9947815,217.4093018,24.0000000,511.9190063,1654.0526123,10071.0000000,14.0000000,43.0000000,90.6857986,45.0479469,2.4030840,7743.6157227,372.8028259,118.6770401,285.8024292,1.4282517,362.5344543,87.2045593,6440342.5000000,231.8258820,101.2429962,139.0000000,4997.2958984,5537.3911133,17515.0000000,100.0000000,327.0000000,171.6470184,89.9189301,2.2117515,173547.8437500,1665.9364014,479.2006836,324.5925598,1.2725878,628.7200928,182.9684906,31076620.0000000,236.4140472,102.0360489,743.0000000,25867.4648438,22630.8964844,84017.0000000,473.0000000,1534.0000000,451.2315979,250.0010223,2.1024675,1152632.7500000,4072.6237793,833.1220093,208.2868958,1.1451114,801.9066162,350.7085876,87275408.0000000,283.6213379,195.0346832,1536.0000000,59286.0507812,47249.9570312,234231.0000000,906.0000000,2923.0000000,690.7409668,381.6453247,1.9630746,2798265.2500000,6127.8178711,1199.2877197,219.1122742,1.0678567,1110.6639404,652.0123291,228685312.0000000,372.8487854,373.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1136.5096436,615.0253906,1.8800832,5539375.0000000,8738.8583984,2181.0817871,176.0121613,1.0970812,655,,,none,,,,,0.5000000,0.5000000,,24.458536709330602,1.3008102,103.7914658
90,661,25.8565006,27.2021008,319.0000000,0.0000000,0.7500000,5.0000000,49.4981079,0.9999999,151.6624451,1.2969472,131.6290283,37.9557304,37.8295784,106.2631149,137.9314117,11075328.0000000,1142.4578857,300.8029175,81.0000000,3172.7592773,3079.4094238,9905.0000000,58.0000000,188.0000000,105.7726593,74.5373077,1.5775245,118102.3593750,1394.8696289,310.7658386,313.8136292,1.3109882,285.0798340,321.4645386,146268928.0000000,2713.2211914,442.3776550,601.0000000,20863.4082031,16068.3291016,66787.0000000,381.0000000,1235.0000000,335.1768799,235.0819397,1.5172093,917599.5000000,3604.9611816,785.3555298,230.1820374,1.1270369,442.9958191,547.6030273,320760672.0000000,2142.4182129,353.7024841,1294.0000000,51145.9765625,39161.0507812,185632.0000000,767.0000000,2494.0000000,750.9520874,399.2172546,1.8104109,2517920.7500000,5831.1933594,1341.0803223,209.0513000,1.0746399,575.3289185,823.3510132,620199808.0000000,2067.7031250,461.2255859,1974.0000000,77791.0937500,68944.9687500,378003.0000000,1139.0000000,3658.0000000,923.3922729,470.3697205,1.9189702,4020596.5000000,7286.4545898,1654.8885498,173.9659882,1.0508293,637.5275879,944.7410278,844044608.0000000,2031.0081787,430.3627625,2363.0000000,91839.2421875,92484.9843750,482421.0000000,1294.0000000,4140.0000000,1033.2113037,535.7916870,1.9255689,4431366.5000000,7631.6523438,1879.0933838,193.7069855,1.0458987,769.0729980,1050.3428955,1060355456.0000000,1728.8046875,319.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1314.4503174,700.5963135,1.8980892,5539375.0000000,8738.8583984,2479.5854492,175.6175690,1.0970812,661,,,none,,,,,0.2500000,0.5000000,,49.172210189923909,1.3036031,103.7911377
91,663,34.6579018,33.2126999,319.0000000,0.0000000,0.5000000,5.0000000,67.0469208,1.0000000,53.4063034,1.0687824,194.2006073,15.0650902,15.1554155,129.3420715,186.4690857,13853626.0000000,1351.3934326,358.9383240,71.0000000,3460.7204590,2973.6801758,11463.0000000,53.0000000,178.0000000,155.1287689,118.6002884,1.4215389,152848.6718750,1529.2907715,311.8491211,158.8630524,1.2176111,283.1944275,353.9744568,121246304.0000000,2201.0034180,413.8246460,585.0000000,19454.4921875,16887.3203125,63097.0000000,388.0000000,1254.0000000,371.6482239,228.3145905,1.7581798,784367.6875000,3372.5266113,672.4296265,241.2042236,1.1539347,432.1941223,610.9559326,487529248.0000000,2996.2575684,369.0061646,1343.0000000,49589.6875000,40447.8007812,191193.0000000,800.0000000,2583.0000000,559.6880493,369.3860474,1.6136686,2318548.5000000,5803.6064453,1238.6679688,183.4426727,1.1560320,573.9719238,898.7403564,943175040.0000000,3001.8188477,446.0274048,2041.0000000,77054.2656250,69179.4062500,393624.0000000,1173.0000000,3761.0000000,683.5133057,442.2979126,1.5989231,3692947.7500000,7040.4125977,1490.5797119,174.7998505,1.0681031,627.8107910,998.5270996,1197601920.0000000,2828.8889160,427.3806458,2362.0000000,91124.8984375,92070.5390625,480362.0000000,1295.0000000,4143.0000000,754.0578613,481.9256592,1.6150358,4429944.5000000,7630.9775391,1754.7694092,194.5752869,1.0460495,768.5300903,1103.8834229,1333545856.0000000,2174.2145996,319.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1061.0340576,639.0805664,1.6545912,5539375.0000000,8738.8583984,2352.9694824,175.2904816,1.0970812,663,,,none,,,,,0.0000000,0.5000000,,67.017773666802114,1.3023880,103.7910767
92,994,23.0589008,23.0814991,1.0000000,0.0000000,0.5000000,7.0000000,188.1008148,0.9999999,138.0730438,1.4690760,18.1117325,41.0628395,41.0614243,177.4941559,72.6163406,27171.8339844,3.1155198,1.0052892,187.0000000,6316.6796875,3431.9824219,12714.0000000,149.0000000,483.0000000,280.6972656,194.6653442,1.4893434,307769.1250000,2192.0930176,591.0530396,316.9055481,1.2424618,274.0427856,276.2484131,65218996.0000000,1136.1601562,1.6042095,800.0000000,28875.3730469,23829.2441406,70047.0000000,501.0000000,1617.0000000,433.5697327,312.4733276,1.4580461,1221571.2500000,4320.3330078,864.7208252,219.8092346,1.2159222,430.8258667,554.8526001,487865216.0000000,3250.9104004,1.3642011,1560.0000000,61325.4179688,51677.6289062,210505.0000000,911.0000000,2929.0000000,727.3202515,473.8438721,1.5646266,2916462.0000000,6466.3183594,1341.1385498,274.6525574,1.1409010,558.1104736,800.1477661,1558893696.0000000,5147.7299805,1.3128431,2147.0000000,81324.1562500,77419.7421875,384220.0000000,1220.0000000,3901.0000000,845.0441284,540.1185303,1.5801606,3911985.0000000,7264.8500977,1414.4454346,224.2709656,1.0736094,620.0569458,906.4927979,1736810624.0000000,3977.4960938,1.3077745,2359.0000000,92342.8593750,92708.5156250,477049.0000000,1298.0000000,4152.0000000,945.7590332,590.1233521,1.6085992,4429944.5000000,7630.9775391,1598.2553711,202.9464722,1.0460495,756.1339111,1018.4409790,1821537024.0000000,2969.8359375,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1218.4897461,713.3350830,1.6724776,5539375.0000000,8738.8583984,2131.0383301,194.6106873,1.0970812,994,,,no_15,,,,,0.2500000,0.2500000,,187.788805548656597,1.3001822,103.7925720
