OID_,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,OBJECTID,Shape_Length_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1,Shape_Length,x,y
394,1717,18.5209007,19.2780991,467.0000000,0.0000000,0.7500000,5.0000000,7.9957108,1.0000000,0.0000000,1.0000000,118.6427994,1.5701830,1.4991958,83.6091461,1277.7414551,11517015.0000000,588.3187866,504.3633118,168.0000000,3373.1437988,2178.0000000,21132.0000000,114.0000000,369.0000000,37.8243866,30.7097149,1.2276385,96078.5703125,1197.4711914,278.7040405,247.7051239,1.1876644,222.8532715,1364.4948730,249940688.0000000,5455.8530273,503.2243347,564.0000000,16210.6142578,12787.9589844,48885.0000000,369.0000000,1187.0000000,238.5811462,155.3067474,1.4334518,562321.0000000,2764.0412598,624.3208618,267.4799500,1.0811722,413.5651245,1549.6462402,1171883392.0000000,8338.9335938,405.9156799,1198.0000000,42807.4921875,35618.5625000,142593.0000000,728.0000000,2349.0000000,539.6613770,392.6056824,1.4061928,1973411.0000000,5465.7470703,1201.9465332,221.0173950,1.2046800,577.9585571,1799.9510498,3162948864.0000000,10773.3056641,496.5858154,1865.0000000,74576.3593750,65800.0000000,319185.0000000,1072.0000000,3444.0000000,749.0695190,512.6104736,1.4756542,3659720.0000000,6989.6357422,1485.3399658,222.9542236,1.0623102,672.2456055,1966.1519775,5416986112.0000000,13104.6533203,588.4955444,2320.0000000,88923.8281250,87071.3984375,464774.0000000,1287.0000000,4117.0000000,834.1514893,559.0369873,1.4986889,4307772.5000000,7499.5092773,1591.2148438,188.5933380,1.0389701,827.4588013,2081.1286621,7575763456.0000000,12351.5332031,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1171.3135986,720.1410522,1.5754945,5539375.0000000,8738.8583984,2255.7810059,193.4520416,1.0970812,1717,,,none,,,,,0.2500000,0.5000000,,7.959776676635565,1.3014984,103.7925949
395,1718,17.4843006,18.5209007,467.0000000,0.0000000,0.7500000,6.0000000,10.7022276,1.0000000,0.0000000,1.0000000,96.2990265,2.1038489,2.0066676,73.0845718,1252.8248291,156417472.0000000,7663.4946289,477.7146912,158.0000000,3006.3886719,1893.7458496,20580.0000000,106.0000000,345.0000000,30.2793541,24.6848354,1.2290813,80646.2656250,1114.8211670,234.6092529,258.7274780,1.2263552,218.6607208,1333.3397217,370884320.0000000,8438.0390625,468.3760681,522.0000000,15094.5507812,11902.3847656,46670.0000000,341.0000000,1098.0000000,230.3085938,143.0800018,1.4762917,541874.7500000,2731.1462402,598.0216064,271.8678284,1.0954212,405.8802490,1498.5557861,1210343424.0000000,8899.7734375,369.8598328,1129.0000000,40297.1601562,33385.9101562,130034.0000000,693.0000000,2239.0000000,523.0864868,368.8177185,1.4518408,1747024.3750000,5188.6694336,1010.9445801,175.3142090,1.2263182,579.6631470,1747.5748291,3038046976.0000000,10432.5371094,459.1772461,1819.0000000,73945.4531250,64354.7851562,305138.0000000,1045.0000000,3361.0000000,748.5511475,500.9671326,1.5130181,3602318.0000000,6934.6386719,1420.3468018,222.4188080,1.0623209,680.7594604,1923.7716064,5150992384.0000000,12422.4160156,573.1185913,2305.0000000,88834.8203125,86143.3671875,459725.0000000,1279.0000000,4092.0000000,840.7966309,551.6572876,1.5338737,4307772.5000000,7499.5092773,1592.3813477,188.2673187,1.0389701,839.7256470,2042.6083984,7168645120.0000000,11687.7666016,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1180.2742920,713.9889526,1.6070954,5539375.0000000,8738.8583984,2256.1716309,193.2202911,1.0970812,1718,,,none,,,,,0.2500000,0.5000000,,10.651907500839659,1.3015209,103.7925186
396,1719,17.5475998,17.4843006,467.0000000,0.0000000,0.7500000,5.0000000,3.5839643,1.0000000,9.5738497,1.0033441,102.0779495,2.4670901,2.4730244,74.1779785,1916.8635254,143936208.0000000,7062.4199219,465.0793152,150.0000000,2766.6435547,1736.9622803,20348.0000000,99.0000000,321.0000000,31.9913940,24.7055893,1.2788130,78394.1718750,1095.4598389,225.5646973,259.4410095,1.2181458,212.9423370,1990.6547852,326111136.0000000,7492.5874023,443.7625122,498.0000000,14718.4375000,11629.3613281,44134.0000000,329.0000000,1060.0000000,228.5695801,135.5764160,1.5341023,535262.1875000,2704.6848145,590.9238281,271.8084717,1.0875692,408.8840027,2157.1533203,1044906816.0000000,7759.2739258,366.2995605,1111.0000000,39563.6406250,32602.1796875,128249.0000000,682.0000000,2205.0000000,526.7798462,362.0946655,1.4976315,1745960.0000000,5188.6254883,1012.3764038,174.9196625,1.2270449,576.9981079,2392.3940430,2599907328.0000000,8972.2392578,443.1459351,1795.0000000,72318.1015625,61819.7460938,293464.0000000,1035.0000000,3331.0000000,749.5858765,491.1371460,1.5514222,3541964.7500000,6879.8515625,1416.2105713,222.1848450,1.0634180,686.1816406,2580.9223633,4436887040.0000000,10711.9238281,570.6422119,2299.0000000,88467.2890625,85227.9609375,458772.0000000,1279.0000000,4092.0000000,847.4059448,546.2293701,1.5657976,4301865.5000000,7496.6831055,1592.2099609,188.0114288,1.0396128,845.8494873,2700.1262207,6167656960.0000000,10055.7548828,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1187.2679443,708.8898926,1.6345925,5539375.0000000,8738.8583984,2255.3837891,193.0407257,1.0970812,1719,,,none,,,,,0.2500000,0.5000000,,3.583335994314263,1.3015286,103.7924500
397,1720,17.6159000,17.5475998,467.0000000,0.0000000,0.7500000,4.0000000,3.4879839,1.0000000,0.0000000,1.0000000,105.8456421,0.6539970,0.6604002,74.0904160,3591.2573242,125837152.0000000,6177.5742188,465.0552673,149.0000000,2762.8322754,1736.9622803,20347.0000000,97.0000000,315.0000000,33.7992439,25.3535137,1.2857122,78137.9843750,1093.7707520,220.8862305,259.9387817,1.2183738,213.3014526,3664.8713379,273474880.0000000,6307.7182617,438.9053650,496.0000000,14486.8876953,11491.7578125,44132.0000000,326.0000000,1050.0000000,231.2950745,134.6997070,1.5544996,514222.2812500,2660.7814941,560.9899902,289.8861084,1.0956142,409.2876587,3830.8825684,855314880.0000000,6345.3017578,366.2995605,1108.0000000,39261.9140625,32324.2500000,128104.0000000,682.0000000,2205.0000000,530.1196289,360.1372070,1.5161989,1669865.7500000,4935.5625000,1013.6454468,174.7329865,1.1608655,577.5988159,4065.9577637,2122160896.0000000,7324.6713867,440.8751831,1794.0000000,72308.5390625,61819.7460938,293341.0000000,1034.0000000,3328.0000000,752.9457397,488.7253113,1.5674229,3541964.7500000,6879.8515625,1414.6466064,222.0565186,1.0634180,686.8964233,4254.4780273,3620836352.0000000,8724.6757812,570.6422119,2299.0000000,88467.2890625,85227.9609375,458772.0000000,1279.0000000,4092.0000000,850.8657837,543.7601929,1.5805748,4301865.5000000,7496.6831055,1592.6964111,187.8854218,1.0396128,846.5735474,4373.6113281,5041231360.0000000,8219.2294922,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1190.7470703,706.5942993,1.6471928,5539375.0000000,8738.8583984,2255.5600586,192.9510345,1.0970812,1720,,,none,,,,,0.2500000,0.5000000,,3.487315283781467,1.3015373,103.7924194
398,1721,17.7548008,17.6159000,467.0000000,0.0000000,0.7500000,4.0000000,14.1592255,1.0000000,0.0000000,1.0000000,105.8446198,2.6548548,2.6678767,74.7220383,1767.3446045,109479528.0000000,5381.4077148,464.9990845,147.0000000,2638.4323730,1687.0703125,20345.0000000,95.0000000,306.0000000,39.3405800,28.5953083,1.2978230,78137.9843750,1093.7707520,213.0194702,258.8983154,1.2183738,211.6577911,1838.7871094,226539632.0000000,5268.7119141,438.8330078,489.0000000,14395.6181641,11250.6376953,43438.0000000,323.0000000,1040.0000000,237.1260834,132.1158600,1.6058584,514222.2812500,2660.7814941,552.1970215,289.9506836,1.0956142,410.3725891,2005.1617432,693500608.0000000,5194.0908203,365.0997925,1102.0000000,39159.1406250,32073.7500000,127669.0000000,678.0000000,2193.0000000,537.8146362,354.9574890,1.5630093,1669865.7500000,4935.5625000,1016.8579712,174.2691498,1.1608655,576.3794556,2235.3205566,1698402176.0000000,5885.6372070,434.8421021,1782.0000000,71455.8828125,60703.1953125,289342.0000000,1030.0000000,3316.0000000,759.7156982,481.2793274,1.6094761,3379713.5000000,6728.7451172,1352.5489502,221.4700775,1.0660521,688.7735596,2428.4157715,2904647936.0000000,7010.3095703,570.6422119,2299.0000000,88467.2890625,85227.9609375,458772.0000000,1279.0000000,4092.0000000,859.5445557,537.7152710,1.6178370,4301865.5000000,7496.6831055,1593.9432373,187.5713196,1.0396128,848.4651489,2547.3688965,4034820352.0000000,6578.3754883,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1199.4624023,700.9616089,1.6789403,5539375.0000000,8738.8583984,2257.6267090,178.6765594,1.0970812,1721,,,none,,,,,0.2500000,0.5000000,,14.158544445737350,1.3015591,103.7923431
399,1722,17.7565994,17.7548008,467.0000000,0.0000000,0.7500000,5.0000000,1.9518563,1.0000000,0.0000000,1.0000000,105.8441925,0.3659731,0.3661417,75.9054565,5477.9384766,90060800.0000000,4434.1923828,464.9420776,146.0000000,2595.0148926,1684.0913086,20344.0000000,95.0000000,306.0000000,44.7381248,32.5344009,1.3138008,76817.1796875,1093.2349854,205.9028778,257.8787231,1.2381089,213.1487274,5548.9833984,176381264.0000000,4165.4775391,429.0118713,488.0000000,14389.1894531,11246.1494141,43437.0000000,320.0000000,1031.0000000,243.9380646,131.4082642,1.6566335,514222.2812500,2660.7814941,545.9024048,199.1548615,1.0956142,410.7465820,5713.3193359,527532416.0000000,4015.2602539,362.4565735,1096.0000000,38674.1328125,31864.8671875,126795.0000000,675.0000000,2182.0000000,543.0831299,349.1567688,1.6085575,1655495.2500000,4921.3872070,1019.8483887,173.8482361,1.1642259,575.2864380,5939.8413086,1270665472.0000000,4432.8911133,428.8730164,1776.0000000,71413.1875000,60324.1562500,285729.0000000,1028.0000000,3310.0000000,764.9125977,474.9176941,1.6468161,3379713.5000000,6728.7451172,1349.0859375,221.1615906,1.0660521,690.5130615,6137.0585938,2182420992.0000000,5285.1420898,570.6405640,2299.0000000,88467.2890625,85227.9609375,458772.0000000,1279.0000000,4092.0000000,867.4823608,532.2980957,1.6528227,4301865.5000000,7496.6831055,1595.1229248,187.2849731,1.0396128,850.2110596,6255.8476562,3023013376.0000000,4928.7241211,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1207.4298096,695.9057007,1.7086669,5539375.0000000,8738.8583984,2260.0178223,178.4814301,1.0970812,1722,,,none,,,,,0.2500000,0.5000000,,1.951855452985282,1.3015790,103.7922745
400,1723,17.7490997,17.5757999,467.0000000,0.0000000,0.7500000,4.0000000,4.9153876,1.0000000,32.1469307,1.0341873,188.6188660,6.9491844,6.9654312,122.7160034,380.7095947,8850516.0000000,445.2760010,436.3245239,109.0000000,1249.0766602,864.4046631,19215.0000000,73.0000000,236.0000000,48.5854187,34.6871796,1.4014534,15905.2822266,482.5998230,102.8261032,140.2507782,1.1652607,209.2747650,421.4909668,15035247.0000000,389.0685425,318.9074097,349.0000000,9650.4453125,7356.6655273,32458.0000000,232.0000000,741.0000000,177.4928741,93.5890274,1.6550739,351587.8437500,2297.3862305,529.5220947,296.3771057,1.1946050,408.6005249,543.3291016,43710448.0000000,375.3605957,286.3971558,917.0000000,32103.5996094,27488.0683594,94313.0000000,560.0000000,1812.0000000,463.9722900,282.4433289,1.6987783,1338218.7500000,4405.0927734,947.0278320,211.9388885,1.1539131,586.8818970,745.6098022,110132088.0000000,403.5318909,341.1238098,1635.0000000,65834.3984375,52433.8710938,236072.0000000,951.0000000,3061.0000000,736.9178467,446.5043335,1.7020340,3190371.0000000,6586.9301758,1319.7958984,175.1329956,1.0822188,728.1265869,967.0497437,202627040.0000000,495.2844543,524.1381226,2218.0000000,85113.2968750,81021.7890625,433933.0000000,1246.0000000,3988.0000000,850.9451294,515.9423828,1.6798317,4172061.2500000,7373.8544922,1483.7310791,219.0509186,1.0371190,904.3122559,1105.1182861,286309696.0000000,466.7996826,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1215.2990723,692.5691528,1.7355070,5539375.0000000,8738.8583984,2258.9033203,178.3723755,1.0970812,1723,,,none,,,,,0.2500000,0.5000000,,4.912328113877144,1.3015689,103.7922363
401,1724,17.5757999,18.0669003,1.0000000,0.0000000,0.7500000,4.0000000,22.6799850,1.0000000,117.2929001,1.1434958,271.9448242,26.2995071,26.2534637,133.4757538,148.2930603,22054.3339844,1.2041806,0.7985812,101.0000000,1307.7402344,951.8496704,16411.0000000,70.0000000,227.0000000,58.5676537,40.8407631,1.4494193,21466.9785156,640.5924072,185.7744293,194.8308563,1.5211877,222.3335419,200.5148315,37729.8320312,1.0000908,0.6740901,345.0000000,9470.8105469,7310.6386719,32082.0000000,228.0000000,728.0000000,185.4009552,96.8956375,1.7106465,324240.9687500,2233.5695801,507.9244995,197.5933838,1.2243941,413.1701965,320.4794617,98680.3359375,0.8580346,0.6044732,913.0000000,32221.4316406,27333.4941406,93033.0000000,558.0000000,1805.0000000,466.6298218,278.3084106,1.7454352,1414591.5000000,4639.9550781,960.1113281,155.2226868,1.2111186,588.0926514,518.4650879,237427.8281250,0.8820145,0.7183763,1624.0000000,65630.0937500,52309.3984375,231780.0000000,945.0000000,3043.0000000,734.7775269,437.6893005,1.7429861,3138136.2500000,6548.4042969,1318.5216064,174.7017975,1.0874000,729.0469971,739.0797119,434088.3437500,1.0664314,1.1071070,2208.0000000,84722.0468750,79970.3828125,428567.0000000,1246.0000000,3988.0000000,843.2510376,503.3008423,1.7120118,4157810.7500000,7370.4199219,1475.9179688,218.8088074,1.0397043,908.5566406,882.0866699,618993.3125000,1.0092074,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1215.6156006,685.1655273,1.7620792,5539375.0000000,8738.8583984,2257.0537109,178.1227722,1.0970812,1724,,,none,,,,,0.2500000,0.5000000,,22.667860481314086,1.3015504,103.7921448
402,1726,18.2637997,17.7490997,467.0000000,0.0000000,0.7500000,4.0000000,10.7227526,1.0000000,0.0000000,1.0000000,111.1326447,2.0105162,2.0587692,79.8820953,1319.5358887,9727983.0000000,477.7540588,464.8228760,142.0000000,2307.1828613,1553.8609619,20340.0000000,93.0000000,300.0000000,53.7201157,39.9779510,1.2803367,56908.3515625,916.9912720,207.8281708,183.3714600,1.1758300,210.0189362,1385.2117920,19963424.0000000,449.7979431,412.2793274,475.0000000,14076.6464844,10970.8691406,41711.0000000,315.0000000,1015.0000000,244.9152985,126.3185577,1.6915734,513245.1875000,2659.9865723,545.9249878,198.1227417,1.0970442,412.3164978,1548.6341553,59256872.0000000,420.6019897,358.2129822,1082.0000000,38254.9140625,31551.9609375,124631.0000000,661.0000000,2139.0000000,548.0938110,341.8272400,1.6507368,1643502.0000000,4899.9365234,989.9980469,170.6400452,1.1625210,575.5373535,1769.8851318,132745560.0000000,449.7702942,417.7946472,1762.0000000,71127.5546875,59532.4843750,279894.0000000,1019.0000000,3281.0000000,771.0713501,466.6562195,1.6915641,3371752.5000000,6725.6259766,1345.3687744,220.7746735,1.0675786,694.7553711,1972.2908936,217255824.0000000,526.5091553,569.2255249,2296.0000000,87927.7734375,84964.3359375,457791.0000000,1277.0000000,4086.0000000,876.9385376,525.9951172,1.6931413,4301865.5000000,7496.6831055,1597.1037598,186.9393463,1.0396128,855.1225586,2091.6008301,291288480.0000000,474.9170532,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1217.2471924,690.1249390,1.7433394,5539375.0000000,8738.8583984,2263.4389648,178.2479858,1.0970812,1726,,,none,,,,,0.2500000,0.5000000,,10.710392521405442,1.3016075,103.7921906
403,1727,17.7490997,17.7565994,467.0000000,0.0000000,0.7500000,5.0000000,3.5077765,1.0000000,0.0000000,1.0000000,105.8442078,0.6584112,0.6577081,76.2964325,3691.6079102,43979808.0000000,2177.2558594,464.9191284,146.0000000,2595.0148926,1684.0913086,20344.0000000,95.0000000,306.0000000,47.0091629,34.3763962,1.3123094,76817.1796875,1093.2349854,205.9141083,185.2744598,1.2381089,212.9258881,3762.0981445,84205048.0000000,1972.1453857,429.0095520,486.0000000,14371.6494141,11246.1494141,43269.0000000,320.0000000,1031.0000000,246.6418610,131.3924255,1.6721047,514222.2812500,2660.7814941,545.7515259,198.8685913,1.0956142,411.3098755,3926.6540527,236733856.0000000,1755.7869873,362.4512329,1094.0000000,38641.3398438,31839.4707031,126793.0000000,675.0000000,2182.0000000,545.7345581,347.8829651,1.6228824,1655495.2500000,4921.3872070,1020.8737183,173.7061615,1.1642259,575.2201538,4151.9526367,565938688.0000000,1950.4909668,425.1250305,1773.0000000,71340.8359375,60270.8437500,284903.0000000,1027.0000000,3307.0000000,766.8931885,472.9721069,1.6590600,3371752.5000000,6725.6259766,1347.9208984,221.0566864,1.0675786,691.1029053,4350.0654297,950441792.0000000,2285.3068848,570.6365356,2298.0000000,88464.6796875,85227.9609375,458771.0000000,1279.0000000,4092.0000000,870.1894531,530.4973145,1.6645281,4301865.5000000,7496.6831055,1595.5313721,187.1880341,1.0396128,850.8039551,4468.7998047,1315020544.0000000,2144.0109863,467.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1210.1442871,694.2214355,1.7186327,5539375.0000000,8738.8583984,2260.8339844,178.4154053,1.0970812,1727,,,none,,,,,0.2500000,0.5000000,,3.507768453578509,1.3015857,103.7922516
404,1728,16.9659004,18.3491001,1.0000000,0.0000000,1.0000000,4.0000000,48.1537018,1.0000000,52.3869095,1.0459361,99.4407043,25.3080521,25.1351528,124.2877884,181.9360657,89781.3359375,4.6415563,1.0654770,153.0000000,3070.3959961,1965.0811768,20827.0000000,99.0000000,324.0000000,89.7885895,65.4969482,1.4445162,73210.4609375,1048.3398438,204.4926910,80.5970230,1.1945963,231.1609955,248.3207550,143744.3281250,3.3214266,0.9229667,499.0000000,14494.4921875,11367.1972656,42493.0000000,327.0000000,1052.0000000,240.2120819,153.1385345,1.5539534,498619.6250000,2625.1701660,552.4436646,294.5256653,1.0998557,421.2777100,414.3663635,240268.8281250,1.8539109,0.7775097,1135.0000000,40699.2695312,33397.6875000,127202.0000000,702.0000000,2269.0000000,502.9430237,354.0847168,1.4984455,1694531.8750000,5001.4829102,1050.1049805,180.0422058,1.1747298,574.9417114,635.3210449,394243.3437500,1.3646510,0.8947477,1786.0000000,72029.9296875,61971.1523438,281182.0000000,1038.0000000,3339.0000000,700.1911011,463.3601074,1.5611594,3371752.5000000,6725.6259766,1311.1085205,222.1145782,1.0675786,693.6383667,837.5765991,571897.8125000,1.3642470,1.2219474,2302.0000000,89337.5312500,86626.4296875,458775.0000000,1278.0000000,4089.0000000,798.9255981,522.5496826,1.5580608,4301865.5000000,7496.6831055,1551.2912598,187.1679230,1.0396128,852.8556519,956.2105713,726468.3125000,1.1844348,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1133.0988770,680.5671387,1.6297296,5539375.0000000,8738.8583984,2217.2048340,178.2271271,1.0970812,1728,,,none,,,,,0.5000000,0.5000000,,48.131396196859441,1.3011898,103.7921982
405,1729,18.3491001,18.9869995,1.0000000,0.0000000,0.7500000,5.0000000,5.8574290,1.0000000,0.0000000,1.0000000,160.6118774,1.1580710,1.0982679,126.5023804,195.2208252,5203480.5000000,414.4048462,1.1991765,185.0000000,4226.5410156,2635.8730469,22186.0000000,122.0000000,399.0000000,81.6757202,66.5920105,1.2286243,108110.9453125,1266.4378662,270.6793823,253.6193390,1.1805605,250.5897675,300.8370056,95362432.0000000,1980.9350586,1.1351656,613.0000000,19795.3222656,15405.2216797,56064.0000000,395.0000000,1273.0000000,302.9459229,210.8359375,1.4052846,750747.3750000,3309.7429199,762.8366699,255.2967377,1.1611407,427.4813538,507.0165405,490785760.0000000,3271.7678223,1.0349238,1316.0000000,50190.7460938,41355.0312500,162116.0000000,793.0000000,2560.0000000,586.8793945,405.3238831,1.4693091,2600264.7500000,6220.7543945,1207.1718750,221.5117798,1.1842916,568.7565308,745.5260620,1536296960.0000000,5076.2207031,1.0916541,1920.0000000,76054.0312500,67375.1640625,329253.0000000,1111.0000000,3563.0000000,749.9024048,496.8927307,1.5183510,3748160.0000000,7104.0156250,1446.0648193,223.3395996,1.0714695,658.7916260,903.1818237,2643440640.0000000,6157.4521484,1.2473530,2327.0000000,90550.7343750,90037.7031250,466582.0000000,1283.0000000,4104.0000000,864.8731689,554.5690308,1.5599227,4342846.0000000,7523.3056641,1553.3416748,188.0710907,1.0371298,809.5648193,1018.7060547,3900395776.0000000,6359.2094727,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1174.5689697,698.5108643,1.6339664,5539375.0000000,8738.8583984,2216.8066406,193.1704865,1.0970812,1729,,,none,,,,,0.2500000,0.5000000,,5.822590503608530,1.3011782,103.7924194
406,1730,18.3491001,17.7411995,1.0000000,0.0000000,1.0000000,4.0000000,9.0058222,1.0000000,0.0000000,1.0000000,40.6202469,2.2514555,2.3274431,94.8482285,274.7791138,5339763.0000000,420.9426880,1.0919421,169.0000000,3573.1186523,2382.2846680,21162.0000000,107.0000000,350.0000000,64.5210800,53.6171989,1.2282059,82274.6796875,1113.1809082,252.0553436,252.3447571,1.1985481,217.0193787,349.1593323,95478368.0000000,1983.7049561,0.9838486,533.0000000,15809.9746094,12113.8486328,44789.0000000,351.0000000,1128.0000000,234.0758209,155.5621948,1.4143629,568405.1250000,2783.5102539,605.9940186,270.1704712,1.0847204,419.9468689,533.5063477,490762336.0000000,3271.9404297,0.8448118,1196.0000000,43659.2929688,35637.9804688,138653.0000000,733.0000000,2366.0000000,522.1719971,380.4038391,1.4057475,1962690.7500000,5439.4912109,1168.2678223,221.3032837,1.1996506,575.1334229,768.4890137,1535985536.0000000,5075.3007812,0.9663038,1845.0000000,74433.6015625,64998.6484375,303275.0000000,1069.0000000,3431.0000000,716.0001831,489.9975281,1.4807057,3667613.0000000,7007.1020508,1451.8808594,223.2290649,1.0653285,676.0992432,941.8047485,2642945536.0000000,6156.2758789,1.1985351,2304.0000000,89551.1640625,87451.8359375,454944.0000000,1279.0000000,4091.0000000,807.5618896,541.8132935,1.4997948,4307772.5000000,7499.5092773,1559.7044678,188.1105804,1.0389701,836.4760742,1066.0903320,3899629312.0000000,6357.9599609,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1146.8132324,701.0554199,1.5833101,5539375.0000000,8738.8583984,2223.2419434,193.1834717,1.0970812,1730,,,none,,,,,0.5000000,0.5000000,,8.985281747036657,1.3012340,103.7924347
407,1731,17.7411995,18.0387993,1.0000000,0.0000000,0.7500000,4.0000000,3.7105303,1.0000000,0.0000000,1.0000000,124.2804184,0.7236244,0.6957244,123.8364182,190.6930084,21124.8339844,1.0383211,1.0714321,168.0000000,3701.8930664,2196.5480957,21067.0000000,111.0000000,361.0000000,62.5380630,51.1874657,1.2438564,101222.6484375,1194.5827637,256.9951782,252.1421814,1.1218762,241.1835480,281.5169678,49876.3320312,1.0386111,1.0750009,574.0000000,17151.0019531,13400.1601562,49818.0000000,372.0000000,1198.0000000,262.2200623,171.3619232,1.4419107,577476.0000000,2784.9677734,610.4379883,269.9468079,1.0688002,422.6785278,477.3424988,148876.3281250,0.9444491,0.8881248,1225.0000000,44044.0664062,35985.3398438,149020.0000000,752.0000000,2428.0000000,549.4492798,394.3053589,1.4241844,2016205.2500000,5504.2500000,1172.9847412,221.3903198,1.1957811,574.9599609,721.1693115,320265.3437500,1.0253021,1.0502489,1876.0000000,74853.0703125,66419.3125000,320272.0000000,1080.0000000,3469.0000000,733.8709106,501.0394592,1.4845833,3659720.0000000,6989.6357422,1456.6550293,223.2928772,1.0623102,665.9810791,883.9996948,461837.3437500,1.1194074,1.2385688,2323.0000000,89066.6484375,87483.2656250,461780.0000000,1283.0000000,4104.0000000,818.9306641,546.7117310,1.5074503,4307772.5000000,7499.5092773,1562.6809082,188.2599640,1.0389701,821.6939087,1002.9074707,613403.3125000,1.0000935,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1153.9871826,704.8416748,1.5869781,5539375.0000000,8738.8583984,2226.5654297,193.2811432,1.0970812,1731,,,none,,,,,0.2500000,0.5000000,,3.698576678900304,1.3012553,103.7924728
