OID_,Shape_Leng,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp100,BtHWp1000,TPBtHWp100,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,PC,x,y,z,OBJECTID,Shape_Le_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1
24,1.500022246380000,2535,31.5930996,31.5930996,1.0000000,0.0000000,0.5000000,0.0000000,1.5000200,1.0000000,0.0000000,1.0000000,124.9499969,0.1875030,0.1875030,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0.0625009,15.9997997,0.3333330,0.3333330,1.0000000,1.0000000,1.5000200,0.0000000,1.0000000,0.0000000,0.0000000,0.5000070,0.5000070,1.0000000,0.0000000,3.0000401,31.6019993,304.9500122,0.0000000,0,0.0000000,0.0000000,0.0000000,2535,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
25,1.499964963660000,2536,29.5930996,29.5930996,1.0000000,0.0000000,0.5000000,0.0000000,1.4999599,1.0000000,0.0000000,1.0000000,124.9469986,0.1874960,0.1874960,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0.0624985,16.0004005,0.3333330,0.3333330,1.0000000,1.0000000,1.4999599,0.0000000,1.0000000,0.0000000,0.0000000,0.4999880,0.4999880,1.0000000,0.0000000,2.9999299,29.6026001,304.9469910,0.0000000,0,0.0000000,0.0000000,0.0000000,2536,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
26,4.843291381100000,3155,28.0407009,28.0004997,235.0000000,0.0000000,1.0000000,2.0000000,4.8434601,1.0000000,0.0000000,1.0000000,140.8809967,1.2108600,1.2158900,92.2254028,632.2340088,718708.0000000,204.5119934,196.9270020,16.0000000,341.2550049,304.9960022,3215.0000000,10.0000000,32.0000000,68.3770981,52.6220016,1.2378300,6393.7797852,378.7869873,137.2420044,91.5345993,1.7857600,175.6990051,644.3469849,1444150.0000000,224.4369965,225.5619965,96.0000000,3357.0700684,4018.4899902,6300.0000000,65.0000000,206.0000000,145.4329987,81.6587982,1.6400300,84363.6015625,1233.8100586,348.1340027,147.4120026,1.4359200,204.6349945,645.3229980,1568590.0000000,169.9559937,115.6920013,308.0000000,18115.8007812,12348.5996094,6830.0000000,204.0000000,648.0000000,205.7700043,108.4970016,1.6945800,1221870.0000000,4210.5000000,853.4680176,86.7300034,1.1546000,668.9479980,712.0529785,13095300.0000000,139.6660004,45.6567001,834.0000000,44504.6015625,31524.0996094,55625.0000000,516.0000000,1659.0000000,1175.7600098,571.9370117,2.0210199,2905670.0000000,6444.1098633,1510.1400146,309.8320007,1.1372900,837.8049927,893.7280273,51152500.0000000,175.2050018,115.7480011,1612.0000000,69443.2968750,59648.5000000,217665.0000000,975.0000000,3119.0000000,1374.7500000,664.5009766,2.0621901,3869900.0000000,7180.8901367,1609.0500488,330.5339966,1.0603400,1106.0300293,1216.5400391,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1851.0999756,798.4019775,2.3019900,5539380.0000000,8738.8603516,1639.3699951,349.7210083,1.0970800,0,0.0000000,0.0000000,0.0000000,3155,0.000000000000000,0,no_45,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
27,13.625026335299999,3156,28.0403996,28.0407009,235.0000000,0.0000000,1.5000000,5.0000000,13.6250000,1.0000000,0.0000000,1.0000000,205.1130066,5.1094398,5.1093898,99.3840027,213.5110016,3812480.0000000,993.5889893,251.9559937,27.0000000,724.4790039,666.5009766,4240.0000000,19.0000000,61.0000000,56.6604004,43.3409996,1.2928400,16709.6992188,504.6780090,150.6139984,148.1309967,1.2129700,151.0820007,221.9179993,7852840.0000000,1250.2600098,226.5520020,127.0000000,5802.3100586,5514.9101562,6331.0000000,85.0000000,267.0000000,110.3170013,64.5886002,1.6649801,396622.0000000,2665.9699707,800.5720215,91.5572968,1.4260200,238.8249969,224.8820038,9152150.0000000,932.6380005,117.0709991,390.0000000,21342.1992188,14141.2998047,8011.0000000,256.0000000,815.0000000,290.6140137,145.1300049,1.7805800,1390650.0000000,4611.5898438,973.2020264,75.3764038,1.2169501,686.2940063,326.4060059,82866800.0000000,933.1049805,63.4206009,951.0000000,47921.0000000,35090.8007812,82223.0000000,584.0000000,1883.0000000,1204.1099854,570.9260254,2.0847001,2949140.0000000,6476.2500000,1487.1800537,307.9880066,1.1317300,836.1030273,524.5079956,335583008.0000000,1193.2399902,143.6410065,1783.0000000,74016.8984375,67873.0000000,260647.0000000,1065.0000000,3405.0000000,1362.1300049,644.6370239,2.1052499,3888730.0000000,7189.5400391,1570.3599854,329.2070007,1.0577500,1075.1400146,812.1569824,1006739968.0000000,1641.3900146,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1810.0300293,780.1810303,2.2954099,5539380.0000000,8738.8603516,1628.9699707,196.8650055,1.0970800,0,0.0000000,0.0000000,0.0000000,3156,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,1.0000000,0.0000000
28,6.090399478580000,3285,28.0403996,19.7164001,235.0000000,0.0000000,1.0000000,2.0000000,10.3142004,1.0000000,0.0000000,1.0000000,277.4849854,2.5785401,3.6190400,100.8109970,258.6440125,625883.0000000,193.8860016,178.8829956,11.0000000,310.0729980,668.2880249,2820.0000000,6.0000000,19.0000000,52.0826988,37.9075012,1.3266100,5842.7900391,325.4989929,95.9630966,82.2789001,1.4430100,189.7539978,271.0109863,1382350.0000000,223.0310059,223.2550049,69.0000000,2310.1999512,3224.5700684,6039.0000000,44.0000000,140.0000000,132.4360046,77.8050995,1.5585700,64579.8007812,1010.7899780,367.9200134,153.9980011,1.2589700,206.9799957,271.8309937,1473290.0000000,169.3600006,115.1790009,221.0000000,13759.4003906,10014.5996094,6426.0000000,141.0000000,448.0000000,163.8840027,81.5839996,2.1072500,1073000.0000000,3920.1799316,819.2520142,92.8191986,1.1397200,644.4019775,304.2269897,7239250.0000000,131.5709991,30.5205994,664.0000000,34736.0000000,23893.6992188,30962.0000000,411.0000000,1319.0000000,1124.6099854,465.9490051,2.3749101,2295830.0000000,6165.6201172,1461.4200439,307.8519897,1.3176600,862.1459961,457.0629883,39882300.0000000,161.7129974,88.8601990,1347.0000000,60604.5000000,49840.1992188,169725.0000000,815.0000000,2605.0000000,1424.3199463,591.0839844,2.4100101,3687600.0000000,7064.6699219,1507.4699707,318.1530151,1.0770400,1169.1300049,810.0109863,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1949.3800049,759.4780273,2.5589499,5539380.0000000,8738.8603516,1641.5400391,196.0720062,1.0970800,0,0.0000000,0.0000000,0.0000000,3285,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
29,10.202433452299999,3286,28.0403996,28.0403996,235.0000000,0.0000000,1.0000000,4.0000000,10.2024002,1.0000000,0.0000000,1.0000000,137.9420013,2.5506101,2.5506101,96.9135971,337.6300049,2852510.0000000,773.4439697,227.9720001,19.0000000,494.2680054,915.5250244,3725.0000000,13.0000000,41.0000000,61.1066017,43.6433983,1.3149600,12512.0000000,462.9540100,163.0890045,105.2389984,1.3631400,155.4539948,347.2260132,6935630.0000000,1111.7700195,223.9259949,90.0000000,2950.2700195,3897.8898926,6060.0000000,62.0000000,197.0000000,129.0010071,72.5451965,1.5839601,77280.2968750,1129.8100586,405.0759888,152.5679932,1.3144300,189.6239929,348.5639954,7115530.0000000,773.9520264,115.5019989,275.0000000,16663.0996094,11392.2998047,6717.0000000,183.0000000,578.0000000,199.4100037,90.6427002,2.0880499,1188940.0000000,4172.1098633,841.3270264,92.8759003,1.1650400,661.8989868,401.8800049,16401900.0000000,222.4640045,39.5359993,771.0000000,41079.6015625,28599.5000000,46182.0000000,472.0000000,1516.0000000,1223.9100342,513.8419800,2.3544900,2603450.0000000,6291.2700195,1469.1400146,307.8269958,1.2098100,841.6599731,568.4959717,51457100.0000000,191.6959991,102.9639969,1508.0000000,64929.8007812,56058.3984375,195192.0000000,918.0000000,2937.0000000,1443.4399414,606.1040039,2.3821101,3778160.0000000,7138.8598633,1522.9499512,330.6740112,1.0734100,1127.9899902,907.6480103,149686000.0000000,244.0480042,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1949.2800293,765.6619873,2.5360100,5539380.0000000,8738.8603516,1639.3800049,196.3289948,1.0970800,0,0.0000000,0.0000000,0.0000000,3286,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
30,11.998479504200001,3287,28.0403996,28.0403996,235.0000000,0.0000000,1.0000000,4.0000000,11.9984999,1.0000000,0.0000000,1.0000000,111.4840012,2.9996200,2.9996200,93.0917969,325.2590027,3381260.0000000,904.4559937,227.3159943,20.0000000,538.5960083,895.4099731,3765.0000000,14.0000000,44.0000000,58.1384010,39.7148018,1.3555000,14675.2001953,477.7269897,150.8410034,100.7080002,1.2375600,154.3399963,334.4339905,6959600.0000000,1118.1300049,223.9259949,90.0000000,2954.4599609,3897.8898926,6060.0000000,60.0000000,190.0000000,106.5220032,66.1967010,1.5181700,77280.2968750,1129.8100586,395.6759949,153.3269958,1.3144300,188.7070007,335.7789917,7119520.0000000,798.8969727,115.5039978,278.0000000,16719.0000000,11401.5000000,6720.0000000,184.0000000,581.0000000,168.4739990,85.8095016,1.8472199,1189450.0000000,4175.5498047,832.0620117,92.4952011,1.1664701,662.3980103,390.4049988,16633700.0000000,226.0399933,40.2192001,779.0000000,41280.8007812,28817.0996094,47095.0000000,475.0000000,1526.0000000,1115.3299561,523.6649780,2.1012001,2603450.0000000,6291.2700195,1479.9200439,307.7969971,1.2098100,840.4970093,557.7670288,51783500.0000000,192.6309967,103.7959976,1520.0000000,65174.5000000,56295.1015625,196634.0000000,924.0000000,2956.0000000,1320.0899658,615.8889771,2.1404901,3780200.0000000,7140.0297852,1532.5799561,330.4909973,1.0731900,1125.6300049,896.1430054,149676992.0000000,244.0330048,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1822.8599854,774.4089966,2.3316700,5539380.0000000,8738.8603516,1636.1999512,196.6900024,1.0970800,0,0.0000000,0.0000000,0.0000000,3287,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
31,45.496842964400003,3292,28.0407009,28.0407009,235.0000000,0.0000000,0.5000000,5.0000000,45.4967995,1.0000000,13.1097002,1.0050900,194.1349945,7.3258200,7.3258200,101.1620026,172.9199982,3152130.0000000,869.6810303,249.7940063,27.0000000,724.4790039,666.5009766,4240.0000000,19.0000000,61.0000000,70.9063034,52.3207016,1.2995300,16709.6992188,504.6780090,137.5420074,104.5370026,1.2129700,153.5420074,181.1799927,6591240.0000000,1037.0200195,226.5410004,125.0000000,5549.5600586,5437.6801758,6329.0000000,84.0000000,264.0000000,126.0530014,72.6117020,1.6044199,386887.0000000,2661.9499512,810.0170288,89.5775986,1.4574900,233.7129974,183.8569946,7425260.0000000,775.3880005,116.8280029,381.0000000,21009.9003906,13940.7998047,7844.0000000,247.0000000,785.0000000,291.8609924,147.9089966,1.7185400,1344570.0000000,4574.2299805,989.9000244,73.9657974,1.2383500,686.1010132,282.8450012,63800500.0000000,686.9240112,61.1203995,944.0000000,47537.0000000,34701.3007812,80255.0000000,581.0000000,1873.0000000,1216.6400146,582.3690186,2.0609701,2949140.0000000,6476.2500000,1496.8299561,309.0530090,1.1317300,837.1849976,480.4599915,251480992.0000000,870.2000122,142.0939941,1773.0000000,73958.1015625,67873.0000000,258271.0000000,1057.0000000,3377.0000000,1378.1400146,658.5280151,2.0843301,3888730.0000000,7189.5400391,1589.3399658,330.0199890,1.0577500,1077.7299805,769.8649902,719982016.0000000,1173.8599854,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1825.9699707,787.5759888,2.2973599,5539380.0000000,8738.8603516,1616.0300293,349.4739990,1.0970800,0,0.0000000,0.0000000,0.0000000,3292,0.000000000000000,0,no_45,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
32,7.058629870240000,3293,28.0407009,24.6245003,235.0000000,0.0000000,1.0000000,2.0000000,7.8418498,1.0000000,0.0000000,1.0000000,318.2560120,1.9604599,2.3874900,111.2109985,360.2640076,635283.0000000,193.3890076,177.5229950,12.0000000,241.3049927,304.9960022,2860.0000000,8.0000000,26.0000000,62.3115997,46.8016014,1.2744700,3640.2600098,261.3640137,88.4794998,81.8386002,1.4933100,201.1230011,371.7609863,1383880.0000000,223.1419983,223.4649963,75.0000000,2572.5100098,3468.7099609,6045.0000000,50.0000000,158.0000000,131.5760040,80.3123016,1.5451500,69905.8984375,1071.7900391,353.8770142,147.2760010,1.3076700,222.2610016,372.7860107,1498440.0000000,169.4920044,115.2570038,249.0000000,15368.7001953,10614.0000000,6532.0000000,160.0000000,508.0000000,170.8029938,91.7382965,1.7072700,1173250.0000000,4164.9702148,845.0440063,88.6707993,1.1765800,664.3909912,418.6319885,9650940.0000000,134.9859924,36.7788010,728.0000000,39137.3007812,27028.5000000,40771.0000000,446.0000000,1432.0000000,1112.7800293,537.7009888,2.0237899,2491360.0000000,6262.3999023,1504.2399902,309.7940063,1.2526700,852.0159912,582.0939941,44236900.0000000,166.9100037,99.2118988,1441.0000000,63010.0000000,53161.5000000,188046.0000000,872.0000000,2786.0000000,1343.5699463,645.4760132,2.0762000,3771760.0000000,7136.4799805,1574.8900146,331.9219971,1.0745200,1143.3199463,924.1810303,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1852.5899658,793.5720215,2.3186500,5539380.0000000,8738.8603516,1634.2199707,349.8259888,1.0970800,0,0.0000000,0.0000000,0.0000000,3293,0.000000000000000,0,no_45,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
33,78.006132140899993,3309,28.0004997,28.0004997,1.0000000,0.0000000,1.7500000,4.0000000,78.0061035,1.0000000,0.0003737,1.0000000,22.8269005,34.1278000,34.1278000,127.5849991,0.3696260,69.3332977,2.0810399,0.4277310,25.0000000,1079.0699463,2047.1300049,26.0000000,17.0000000,53.0000000,160.3200073,101.0390015,1.6005400,44208.8984375,832.4920044,223.5110016,81.4329987,1.2474999,339.8869934,9.5962496,7861.3300781,2.1921899,0.4527610,164.0000000,8743.5898438,7952.0800781,3130.0000000,107.0000000,337.0000000,306.4979858,105.8410034,3.3680601,643004.0000000,3283.3898926,753.1149902,83.8772964,1.3342000,519.9000244,41.6428986,46205.8007812,2.5729899,0.5486330,572.0000000,30620.1992188,20890.1992188,20667.0000000,363.0000000,1163.0000000,1080.3000488,496.7799988,2.8480401,1929330.0000000,5786.2597656,1584.9799805,309.5010071,1.3809600,692.3549805,218.9530029,556323.0000000,3.2523501,0.4591280,1217.0000000,56215.0000000,45185.8984375,147750.0000000,730.0000000,2339.0000000,1465.8599854,700.4359741,2.1937699,3492250.0000000,6909.6000977,1636.6999512,318.9540100,1.0879000,818.4470215,439.8989868,1498880.0000000,4.2173700,0.8263800,2063.0000000,83815.3984375,79545.0000000,348398.0000000,1192.0000000,3805.0000000,1641.1899414,766.7540283,2.1762900,4334680.0000000,7589.7597656,1679.1899414,354.7409973,1.0575200,1005.1300049,654.8599854,3054850.0000000,4.9806299,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,2005.2199707,861.1729736,2.3414400,5539380.0000000,8738.8603516,1691.8199463,347.8580017,1.0970800,0,0.0000000,0.0000000,0.0000000,3309,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
34,17.796269896999998,3310,28.0004997,28.0004997,1.0000000,0.0000000,1.7500000,4.0000000,17.7963009,1.0000000,0.0000000,1.0000000,22.8267994,7.7858701,7.7858701,119.5830002,0.7593470,130.3329926,3.2730501,0.4339500,28.0000000,1113.4699707,2047.1300049,29.0000000,23.0000000,71.0000000,131.8220062,102.2770004,1.2587600,44208.8984375,832.4920044,227.2140045,147.9369965,1.2474999,326.4630127,11.2594995,12206.2998047,3.2326601,0.4972010,181.0000000,10031.5000000,8352.8203125,3420.0000000,120.0000000,381.0000000,271.0589905,80.1171036,4.2082601,836065.0000000,3602.0000000,740.0720215,298.8330078,1.2349100,515.1110229,51.3294983,92882.7968750,3.9784000,0.5712280,623.0000000,32808.6992188,22569.9003906,25077.0000000,390.0000000,1252.0000000,1094.8499756,513.8209839,2.6216900,2059270.0000000,5885.2299805,1571.9100342,307.8280029,1.3384600,681.3690186,244.0319977,1088200.0000000,5.9081602,0.4961730,1295.0000000,58102.8007812,47727.0000000,161537.0000000,777.0000000,2485.0000000,1431.5600586,684.9160156,2.1709800,3515740.0000000,6921.1098633,1616.1800537,317.4289856,1.0842400,806.2349854,469.5119934,2813830.0000000,7.7226100,0.8711910,2120.0000000,85050.8984375,83356.1015625,365014.0000000,1209.0000000,3861.0000000,1597.1999512,750.6920166,2.1556101,4334680.0000000,7589.7597656,1648.1199951,327.9989929,1.0575200,984.1799927,671.4489746,5488840.0000000,8.9490004,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1957.3499756,850.9210205,2.3021400,5539380.0000000,8738.8603516,1652.8000488,346.9060059,1.0970800,0,0.0000000,0.0000000,0.0000000,3310,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
35,43.096019697300001,3311,28.0004997,28.0004997,1.0000000,0.0000000,1.7500000,4.0000000,43.0960007,1.0000000,0.0000000,1.0000000,22.8269005,18.8544998,18.8544998,128.2169952,0.5974420,129.3329926,3.3466101,0.4373320,33.0000000,1208.5300293,2197.6799316,34.0000000,26.0000000,81.0000000,143.2330017,111.9589996,1.2767600,44208.8984375,832.4920044,245.8659973,153.7890015,1.2474999,321.4030151,11.2679005,9505.3300781,2.5671999,0.4974470,187.0000000,10789.9003906,8756.0195312,3426.0000000,122.0000000,388.0000000,282.8630066,73.3486023,4.8167000,849038.0000000,3608.8601074,737.5100098,296.4790039,1.2206800,511.7640076,52.4473991,86341.2968750,3.2193601,0.5758970,634.0000000,33178.1992188,22896.3007812,25530.0000000,398.0000000,1278.0000000,1112.0500488,508.8280029,2.7352700,2059270.0000000,5885.2299805,1564.3000488,306.7510071,1.3384600,678.3359985,248.8630066,1111590.0000000,6.7259798,0.5030010,1312.0000000,58626.5000000,48266.8007812,164033.0000000,788.0000000,2519.0000000,1444.9000244,673.9149780,2.2349999,3515740.0000000,6921.1098633,1603.7500000,316.4400024,1.0842400,802.9569702,475.4320068,3166870.0000000,9.0599804,0.8790000,2126.0000000,85247.0000000,83506.0000000,367999.0000000,1210.0000000,3864.0000000,1611.6999512,741.8070068,2.2067001,4334680.0000000,7589.7597656,1630.7800293,327.1239929,1.0575200,979.3150024,675.1859741,6694100.0000000,10.9140997,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1969.9899902,845.5759888,2.3332100,5539380.0000000,8738.8603516,1634.9499512,199.8029938,1.0970800,0,0.0000000,0.0000000,0.0000000,3311,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
36,3.544061548180000,3312,28.0004997,28.0004997,1.0000000,0.0000000,1.7500000,4.0000000,3.5440600,1.0000000,0.0000000,1.0000000,22.8267002,1.5505300,1.5505300,124.8000031,2.3056400,79.3332977,2.6393001,0.4343010,29.0000000,1114.7800293,2047.1300049,30.0000000,24.0000000,74.0000000,149.9100037,117.3109970,1.2940100,44208.8984375,832.4920044,261.6539917,157.6710052,1.2474999,324.9710083,13.4827003,7923.3300781,2.5830901,0.5276390,178.0000000,9719.5000000,8304.4199219,3612.0000000,116.0000000,366.0000000,178.0720062,71.9644012,2.5628700,821170.0000000,3597.2800293,736.3939819,294.6659851,1.2540300,513.7579956,50.9170990,40416.3007812,2.0024600,0.5673310,609.0000000,32328.5996094,22370.0000000,23937.0000000,384.0000000,1231.0000000,1081.0999756,494.5979919,2.2866399,2059270.0000000,5885.2299805,1558.8599854,305.9190063,1.3384600,685.4890137,242.7010040,590442.0000000,4.1102700,0.4932220,1277.0000000,57525.3984375,46603.8007812,160442.0000000,768.0000000,2456.0000000,1459.6800537,662.9470215,2.2207899,3515740.0000000,6921.1098633,1594.5500488,315.6719971,1.0842400,809.4650269,464.5910034,1868600.0000000,5.5799398,0.8617120,2106.0000000,84759.2968750,82700.2968750,361381.0000000,1207.0000000,3854.0000000,1629.0000000,733.2130127,2.2249801,4334680.0000000,7589.7597656,1617.7500000,326.4419861,1.0575200,989.4099731,669.2659912,4263750.0000000,6.9516201,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1991.9899902,842.1270142,2.3496799,5539380.0000000,8738.8603516,1658.2299805,199.8459930,1.0970800,0,0.0000000,0.0000000,0.0000000,3312,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
37,40.857102702799999,3629,28.0151005,28.0004997,1.0000000,0.0000000,1.7500000,2.0000000,40.8571014,1.0000000,0.0000000,1.0000000,308.7609863,17.8750000,17.8782005,163.0079956,4.4993601,671.3330078,0.5931070,0.1881990,8.0000000,303.7770081,160.4739990,672.0000000,5.0000000,17.0000000,107.7070007,51.0042000,3.1245501,5879.6499023,383.9079895,120.4100037,1.2956400,1.9947701,282.6719971,18.8223991,4859.8300781,0.8607580,0.7217890,101.0000000,4871.2597656,4469.0898438,4861.0000000,69.0000000,216.0000000,220.8600006,108.8300018,2.3226900,386887.0000000,2661.9499512,740.0520020,82.5899963,1.4574900,364.0440063,24.9671993,7832.8300781,0.7482920,0.4967540,376.0000000,20795.0000000,13543.4003906,7838.0000000,245.0000000,779.0000000,368.5119934,199.9380035,2.2116399,1343910.0000000,4574.0800781,1003.4500122,301.9289856,1.2388700,698.7689819,123.0260010,78232.2968750,0.6256530,0.2513220,941.0000000,47469.3007812,34701.3007812,79593.0000000,578.0000000,1864.0000000,1156.5600586,683.3280029,1.7420599,2949140.0000000,6476.2500000,1606.1199951,309.5780029,1.1317300,841.9470215,321.2820129,257831.0000000,0.7952730,0.5905510,1769.0000000,73843.2031250,67873.0000000,258267.0000000,1056.0000000,3374.0000000,1309.5000000,760.8530273,1.7303300,3888730.0000000,7189.5400391,1696.7900391,329.1629944,1.0577500,1080.2099609,610.4929810,613345.0000000,0.9999990,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1754.6800537,879.2249756,1.9782400,5539380.0000000,8738.8603516,1709.7600098,347.4739990,1.0970800,0,0.0000000,0.0000000,0.0000000,3629,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
