OID_,Shape_Leng,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp100,BtHWp1000,TPBtHWp100,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,PC,x,y,z,OBJECTID,Shape_Le_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1
10,29.949706954800000,586,38.5887985,28.0004997,1.0000000,0.0000000,1.5000000,4.0000000,32.9062004,1.0000000,265.5020142,2.6476800,114.8489990,111.9029999,113.8880005,163.5310059,1.5870399,257.3330078,0.7850460,0.4484470,19.0000000,697.7109985,1323.7399902,254.0000000,13.0000000,40.0000000,38.6949997,22.7213001,2.0939500,13240.2001953,561.9110107,221.0240021,201.1309967,1.8977000,293.7200012,18.3910007,14135.2998047,3.5987699,0.8038430,143.0000000,6141.6699219,7026.4399414,5138.0000000,91.0000000,287.0000000,134.5090027,76.9925995,2.0227101,212592.0000000,1881.9499512,462.5310059,143.3410034,1.3257500,370.2059937,24.4237003,39028.3007812,3.6565599,0.4982440,392.0000000,21735.6992188,14866.2001953,8092.0000000,261.0000000,832.0000000,382.6300049,171.1349945,2.2770100,1311050.0000000,4364.7597656,962.1469727,295.2820129,1.1563600,700.9119873,133.5630035,119716.0000000,1.0123399,0.2815770,966.0000000,46677.1992188,35028.3984375,87839.0000000,597.0000000,1925.0000000,1402.3599854,620.3699951,2.2685001,2857300.0000000,6443.8701172,1547.4200439,305.7250061,1.1564500,840.6810303,334.9869995,301752.0000000,0.9259710,0.6219170,1791.0000000,72378.7968750,66851.0000000,269856.0000000,1071.0000000,3423.0000000,1580.0899658,697.5590210,2.2671900,3914140.0000000,7201.3798828,1605.1999512,326.4110107,1.0543500,1071.8499756,614.6069946,645223.0000000,1.0519700,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,2009.5699463,832.7420044,2.3960400,5539380.0000000,8738.8603516,1666.5300293,199.5149994,1.0970800,240003501,0.0000000,0.0000000,0.0000000,586,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.5000000,0.0000000
11,82.399350982200005,587,38.5811005,28.0004997,1.0000000,0.0000000,1.5000000,5.0000000,85.3557968,1.0000000,362.4880066,1.4508300,303.9400024,167.9420013,169.9259949,147.5919952,0.3552280,49.3333015,0.6184580,0.2635830,11.0000000,539.0739746,1024.3399658,50.0000000,7.0000000,23.0000000,64.2157974,32.4828987,2.3900700,12955.2998047,528.0280151,158.8370056,7.2882600,1.7125900,334.5660095,8.8474703,4065.3300781,1.0903800,0.4429390,132.0000000,5912.8798828,6738.0800781,2864.0000000,86.0000000,272.0000000,258.6579895,142.4129944,1.9580600,216143.0000000,1897.9100342,424.7399902,316.4299927,1.3261800,439.6430054,19.5359993,9251.3300781,0.8137820,0.4978470,390.0000000,21575.5000000,14818.4003906,8090.0000000,257.0000000,818.0000000,518.0250244,248.4519958,2.3014700,1311050.0000000,4364.7597656,1032.1700439,303.8770142,1.1563600,706.5700073,122.9280014,84920.2968750,0.6434520,0.2701610,954.0000000,47446.8984375,34848.3007812,83719.0000000,585.0000000,1886.0000000,1477.7099609,723.3629761,2.0701799,2890280.0000000,6448.5000000,1638.9699707,310.6619873,1.1449000,844.2579956,324.2539978,266824.0000000,0.8091520,0.6113370,1783.0000000,73104.2031250,67401.2968750,265539.0000000,1065.0000000,3403.0000000,1655.2900391,800.5499878,2.0725400,3916240.0000000,7202.0698242,1737.9499512,329.7669983,1.0539900,1076.8399658,607.2290039,614547.0000000,1.0019600,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,2085.7199707,907.4829712,2.2980199,5539380.0000000,8738.8603516,1754.5000000,347.6199951,1.0970800,0,0.0000000,0.0000000,0.0000000,587,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.5000000,0.0000000
12,22.740534197700001,590,38.5681992,26.2040005,1.0000000,0.0000000,0.5000000,2.0000000,28.8054008,1.0000000,206.6360016,1.1172200,122.2529984,29.4400997,30.2127991,153.9750061,19.1618004,2735.3300781,0.8207050,0.6418980,45.0000000,1437.0999756,2500.3601074,2736.0000000,32.0000000,102.0000000,183.8229980,127.5029984,1.4716800,42944.0000000,858.6049805,215.8809967,332.1400146,1.3660700,225.8750000,32.5191002,6387.8300781,0.9870150,0.9742390,185.0000000,10151.7001953,8344.2695312,6389.0000000,116.0000000,366.0000000,242.0959930,140.0509949,1.9376100,768387.0000000,3371.6101074,721.6450195,80.4213028,1.1772900,421.0840149,47.0205994,14654.2998047,0.7645590,0.5292090,538.0000000,28804.3007812,19187.4003906,14655.0000000,340.0000000,1086.0000000,858.5189819,453.9909973,1.9290200,1819240.0000000,5394.6899414,1269.1400146,305.4630127,1.2730100,690.3350220,214.0820007,134931.0000000,0.7094050,0.4188200,1165.0000000,55241.6992188,42800.8984375,134787.0000000,709.0000000,2271.0000000,1433.6300049,747.0029907,1.9244601,3504600.0000000,7013.3701172,1665.0899658,329.1979980,1.1168801,822.1149902,428.6740112,329995.0000000,0.8873810,0.7747670,2020.0000000,83482.0000000,78527.2031250,329996.0000000,1167.0000000,3729.0000000,1603.3299561,813.0989990,1.9658800,4294490.0000000,7494.4702148,1729.5500488,328.9400024,1.0407799,1020.0999756,658.9489746,613345.0000000,0.9999990,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1984.7199707,907.7199707,2.1740799,5539380.0000000,8738.8603516,1738.8199463,346.9249878,1.0970800,0,0.0000000,0.0000000,0.0000000,590,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
13,27.973965239100000,604,38.5844994,28.0403996,235.0000000,0.0000000,0.5000000,4.0000000,32.2229004,1.0000000,175.0039978,1.0815700,292.5299988,25.9111996,26.5702000,112.5810013,78.8257980,3483480.0000000,847.8200073,296.8099976,59.0000000,2086.8898926,2957.8701172,4820.0000000,39.0000000,124.0000000,110.0810013,72.4169006,1.5633000,61118.8984375,983.7520142,348.1659851,169.7059937,1.2600400,145.9490051,85.3839035,8307330.0000000,1288.0500488,228.9600067,206.0000000,12158.2001953,9127.2099609,6410.0000000,133.0000000,421.0000000,148.0440063,82.3226013,1.8050700,956223.0000000,3789.6699219,743.3239746,119.2109985,1.1951801,453.2130127,118.9199982,20121200.0000000,1008.0700073,133.9320068,629.0000000,33438.8007812,22577.0996094,25084.0000000,396.0000000,1270.0000000,948.0000000,471.0889893,1.9743700,2287880.0000000,6142.9702148,1514.1199951,305.4869995,1.3125499,672.1309814,311.5069885,189872000.0000000,1285.7199707,116.3880005,1307.0000000,59644.5000000,48522.6015625,161549.0000000,782.0000000,2500.0000000,1287.6500244,622.5369873,2.0643401,3687600.0000000,7064.6699219,1548.4899902,315.5369873,1.0770400,802.3880005,536.8660278,554889024.0000000,1683.8800049,203.9429932,2123.0000000,87703.6015625,85741.2968750,365017.0000000,1209.0000000,3860.0000000,1453.5500488,693.1040039,2.0874300,4411770.0000000,7624.0498047,1571.8199463,326.6260071,1.0484500,982.0689697,738.7260132,1292390016.0000000,2107.1101074,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1813.7800293,805.3060303,2.2227600,5539380.0000000,8738.8603516,1682.2299805,198.4830017,1.0970800,0,0.0000000,0.0000000,0.0000000,604,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
14,17.036653365500001,605,28.6046009,38.5811005,1.0000000,0.0000000,0.5000000,4.0000000,21.1345997,1.0000000,134.8200073,1.0747401,350.7730103,20.1180992,19.4946003,165.3760071,19.0547009,14009.7998047,6.6858702,1.0348400,84.0000000,4008.4399414,3598.4699707,2737.0000000,62.0000000,197.0000000,254.2030029,185.1170044,1.3957900,349340.0000000,2405.4299316,758.1389771,75.7053986,1.3180300,242.5160065,33.3968010,217212.0000000,23.6172009,0.9955560,301.0000000,17929.0996094,12174.0996094,6823.0000000,195.0000000,618.0000000,339.4559937,219.5879974,1.6231000,1221870.0000000,4210.5000000,961.0510254,304.6170044,1.1546000,496.5390015,116.3339996,7719520.0000000,144.2380066,0.6682050,811.0000000,43953.5000000,31089.9003906,50987.0000000,496.0000000,1597.0000000,1063.0500488,717.7550049,1.4999501,2780300.0000000,6382.3901367,1665.6999512,312.0199890,1.1659100,648.7800293,347.5140076,52009400.0000000,227.1260071,0.6546200,1585.0000000,69380.2968750,59984.1015625,211087.0000000,962.0000000,3080.0000000,1240.9200439,815.9660034,1.5218600,3850650.0000000,7163.7001953,1769.8599854,329.1369934,1.0605500,756.5150146,559.3740234,116234000.0000000,296.0530090,0.9620170,2215.0000000,90200.3984375,88571.7968750,396699.0000000,1237.0000000,3947.0000000,1379.9799805,855.9619751,1.6016600,4428860.0000000,7631.3100586,1799.3000488,348.1239929,1.0464000,917.0800171,740.0720215,195060992.0000000,318.0280151,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1720.4300537,931.0830078,1.8378500,5539380.0000000,8738.8603516,1799.3000488,348.1239929,1.0970800,0,0.0000000,0.0000000,0.0000000,605,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
15,238.277369021999988,611,31.2506008,23.2276993,1.0000000,0.0000000,0.2500000,5.0000000,239.1150055,1.0000000,227.5970001,1.0391901,355.5620117,29.3146000,29.5653000,153.8489990,18.8563004,181020.0000000,138.2059937,1.3237700,120.0000000,7399.4599609,4566.1499023,2657.0000000,91.0000000,289.0000000,287.9230042,107.0120010,2.9488699,672141.0000000,3322.7700195,821.9929810,88.1067963,1.3071600,327.9299927,78.2314987,3078590.0000000,269.6109924,1.4724400,590.0000000,31006.4003906,20741.1992188,23013.0000000,378.0000000,1212.0000000,717.9749756,450.3089905,3.3589699,2176350.0000000,6017.0297852,1501.2600098,309.9609985,1.3238100,489.2059937,336.6119995,170040000.0000000,3131.2900391,1.2134700,1263.0000000,57662.3984375,46530.0000000,155311.0000000,755.0000000,2416.0000000,950.4630127,633.0620117,1.7697600,3517350.0000000,6918.6601562,1556.2600098,319.8980103,1.0829800,613.2080078,621.5360107,1327810048.0000000,7087.6899414,1.2518300,2093.0000000,86207.5000000,82161.0000000,356241.0000000,1205.0000000,3848.0000000,1107.2700195,693.3189697,1.6919399,4411770.0000000,7624.0498047,1630.1500244,357.1289978,1.0484500,671.7700195,724.2030029,3391079936.0000000,9523.7597656,1.1767000,2329.0000000,94108.7031250,93400.2031250,448036.0000000,1286.0000000,4118.0000000,1222.4100342,731.9500122,1.7332799,4602540.0000000,7805.2797852,1634.7399902,350.0109863,1.0533400,795.5289917,871.6760254,6923480064.0000000,11288.0000000,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1466.5999756,791.1469727,1.8827000,5539380.0000000,8738.8603516,1634.7399902,350.0109863,1.0970800,0,0.0000000,0.0000000,0.0000000,611,0.000000000000000,0,no_45,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2500000,0.0000000
16,88.843623803900002,617,38.5708008,31.2506008,40.0000000,0.0000000,1.0000000,5.0000000,89.8778992,1.0000000,33.1875992,1.0176200,212.5050049,31.1235008,32.0386009,119.2969971,49.0447998,360993.0000000,179.8049927,57.5789986,95.0000000,4883.3598633,3828.9899902,4348.0000000,65.0000000,205.0000000,174.9120026,132.5659943,1.4569800,396622.0000000,2665.9699707,790.1660156,81.3891983,1.4260200,204.1529999,61.6467018,3456270.0000000,356.4660034,42.1027985,389.0000000,21234.0996094,13787.0000000,8009.0000000,254.0000000,809.0000000,321.3290100,218.6260071,1.6122000,1390650.0000000,4611.5898438,997.0460205,67.8087006,1.2169501,503.5459900,204.2270050,156620000.0000000,2998.3798828,32.4772987,955.0000000,47966.6992188,35113.8984375,83598.0000000,585.0000000,1886.0000000,1042.4000244,677.3649902,1.5505500,2949140.0000000,6476.2500000,1585.0000000,311.3039856,1.1317300,640.6779785,457.2470093,1252610048.0000000,6789.3500977,34.2369995,1783.0000000,74016.8984375,67873.0000000,260647.0000000,1067.0000000,3411.0000000,1183.7399902,751.1049805,1.5726300,3888730.0000000,7189.5400391,1693.0200195,330.9349976,1.0577500,724.4829712,629.2239990,3234680064.0000000,9129.1396484,40.4520988,2250.0000000,90734.0000000,90400.7968750,409875.0000000,1248.0000000,3985.0000000,1303.5600586,785.1190186,1.6458400,4428860.0000000,7631.3100586,1722.6099854,349.1759949,1.0464000,876.7860107,802.7479858,6659339776.0000000,10857.4003906,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1627.8199463,861.3289795,1.8706300,5539380.0000000,8738.8603516,1722.6099854,349.1759949,1.0970800,0,0.0000000,0.0000000,0.0000000,617,0.000000000000000,0,no_53,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000
17,109.169294946999997,627,28.0403996,28.0403996,235.0000000,0.0000000,1.0000000,4.0000000,115.6179962,1.0000000,361.5050049,1.7107000,249.5980072,120.1900024,120.1900024,127.2610016,49.6688004,2119540.0000000,515.1879883,301.7229919,51.0000000,1528.0699463,2462.7800293,5006.0000000,33.0000000,105.0000000,133.1060028,94.9557037,1.4394100,32946.1992188,736.7910156,269.5249939,166.7149963,1.3112100,152.3890076,55.4600983,7281080.0000000,1152.9599609,228.4420013,178.0000000,9560.7099609,8111.7500000,6382.0000000,115.0000000,364.0000000,158.9320068,96.5454025,2.7553201,663882.0000000,3276.7099609,813.3850098,112.7570038,1.2869900,428.8380127,76.2093964,10494400.0000000,806.3880005,125.7610016,546.0000000,28250.4003906,18859.3007812,18312.0000000,348.0000000,1114.0000000,889.3239746,380.5390015,2.5447900,1819240.0000000,5394.6899414,1085.9100342,300.2659912,1.2730100,685.4840088,243.0339966,68901400.0000000,684.3380127,100.7590027,1182.0000000,55502.5000000,43520.8007812,138579.0000000,719.0000000,2302.0000000,1339.0699463,559.0430298,2.4266701,3504600.0000000,7013.3701172,1453.7700195,328.6260071,1.1168801,819.7100220,460.8739929,250944992.0000000,870.0159912,186.3509979,2036.0000000,83899.7968750,79031.8984375,336847.0000000,1175.0000000,3753.0000000,1506.8000488,628.1760254,2.4148600,4294490.0000000,7494.4702148,1525.8900146,356.4060059,1.0407799,1014.6400146,685.1820068,720814016.0000000,1175.2199707,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1887.0699463,749.4929810,2.5130000,5539380.0000000,8738.8603516,1680.9499512,196.0670013,1.0970800,0,0.0000000,0.0000000,0.0000000,627,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
18,24.787350511600000,628,38.5537987,28.6016998,235.0000000,1.0000000,1.0000000,4.0000000,27.1879005,1.0000000,67.1965027,1.0301200,290.1090088,23.5960999,23.5960999,64.2174988,69.8684998,957233.0000000,509.1669922,235.0000000,7.0000000,122.9029999,224.6759949,1880.0000000,4.0000000,12.0000000,26.7152004,12.3256998,3.7678299,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,167.8390045,72.3746033,1399030.0000000,549.9650269,244.7920074,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9696999,11.6499004,4.0810399,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,167.8390045,72.3746033,1619930.0000000,574.4439697,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9696999,11.6499004,4.0810399,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,167.8390045,72.3746033,1619930.0000000,574.4439697,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9696999,11.6499004,4.0810399,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,167.8390045,72.3746033,1619930.0000000,574.4439697,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9696999,11.6499004,4.0810399,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,167.8390045,72.3746033,1619930.0000000,574.4439697,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9696999,11.6499004,4.0810399,456.1929932,107.4830017,43.3899002,308.9230042,2.0152299,0,0.0000000,0.0000000,0.0000000,628,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
19,24.806281459099999,629,38.5537987,28.6016998,235.0000000,1.0000000,1.0000000,4.0000000,27.2101994,1.0000000,67.6316986,1.0309600,290.1090088,23.7105007,23.7105007,76.2456970,58.9501991,404983.0000000,215.4170074,235.0000000,7.0000000,122.9029999,224.6759949,1880.0000000,4.0000000,12.0000000,26.7245007,12.6861000,3.5786400,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,182.5850067,61.3283997,625883.0000000,226.8399963,244.7920074,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9796982,12.1561003,3.8424399,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,182.5850067,61.3283997,625883.0000000,221.9440002,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9796982,12.1561003,3.8424399,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,182.5850067,61.3283997,625883.0000000,221.9440002,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9796982,12.1561003,3.8424399,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,182.5850067,61.3283997,625883.0000000,221.9440002,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9796982,12.1561003,3.8424399,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,182.5850067,61.3283997,625883.0000000,221.9440002,235.0000000,8.0000000,167.7510071,408.5230103,2820.0000000,4.0000000,12.0000000,33.9796982,12.1561003,3.8424399,456.1929932,107.4830017,43.8549004,312.6090088,2.0152299,0,0.0000000,0.0000000,0.0000000,629,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
20,71.036286918299993,634,28.6562004,28.0004997,1.0000000,0.0000000,1.7500000,2.0000000,71.0605011,1.0000000,24.0897007,1.0096600,25.7280006,41.6282005,41.7717018,128.6950073,0.2360960,17.3332996,0.6684240,0.4109230,17.0000000,851.0050049,1832.4799805,18.0000000,10.0000000,31.0000000,176.7610016,132.8059998,1.3971400,25353.3007812,706.6879883,222.4759979,81.6419983,1.5675100,350.1629944,6.2002501,2088.3300781,0.6475520,0.2957430,137.0000000,6178.2998047,6679.2900391,2089.0000000,90.0000000,283.0000000,359.7749939,159.8659973,2.5016601,274873.0000000,2287.5900879,600.3930054,312.0759888,1.5150000,490.9209900,22.6152992,10593.7998047,0.7557700,0.5116660,478.0000000,25379.9003906,16893.5996094,10594.0000000,308.0000000,985.0000000,784.7949829,345.3720093,2.7839000,1580380.0000000,4877.6298828,1233.3299561,308.3519897,1.1979700,709.2689819,182.3750000,126389.0000000,0.6957640,0.3915390,1110.0000000,52529.3007812,39850.6015625,126390.0000000,679.0000000,2179.0000000,1525.1199951,729.0310059,2.1480601,3122360.0000000,6651.9902344,1613.5000000,313.0209961,1.1277400,833.7979736,389.1940002,315548.0000000,0.8682400,0.7364840,1948.0000000,78904.0000000,73987.7031250,315326.0000000,1133.0000000,3620.0000000,1686.5200195,793.7340088,2.1456499,4213230.0000000,7458.3300781,1743.6400146,356.6659851,1.0506500,1037.7299805,631.1099854,613345.0000000,0.9999990,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,2079.7399902,881.2919922,2.3776901,5539380.0000000,8738.8603516,1753.4100342,349.2539978,1.0970800,0,0.0000000,0.0000000,0.0000000,634,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.7500000,0.0000000
21,25.547146371000000,642,28.0407009,28.0403996,235.0000000,0.0000000,1.5000000,5.0000000,30.2077007,1.0000000,115.1449966,1.7187001,342.1679993,55.9408989,55.9410019,106.5049973,52.9152985,956058.0000000,235.7599945,254.0310059,31.0000000,816.2340088,607.5230103,4205.0000000,24.0000000,76.0000000,68.1719971,53.3540993,1.3743401,24664.1992188,609.3560181,192.2149963,149.7109985,1.1980300,153.1380005,61.9542999,1455790.0000000,225.3809967,227.3589935,146.0000000,7810.6899414,7189.2500000,6350.0000000,94.0000000,296.0000000,117.1139984,72.2230988,1.7246400,513366.0000000,2866.4499512,813.0200195,91.7987976,1.2736501,292.1629944,67.5450974,2201790.0000000,173.0769958,118.8850021,448.0000000,24325.3007812,15607.5996094,9525.0000000,289.0000000,922.0000000,436.9920044,211.7449951,1.8938800,1569420.0000000,5065.1601562,1076.6500244,302.0880127,1.3008900,694.6610107,205.1399994,25882400.0000000,157.9290009,81.5289001,1048.0000000,51422.1992188,38470.0000000,109793.0000000,640.0000000,2061.0000000,1242.9399414,579.2349854,2.1317000,3087310.0000000,6601.0000000,1478.5999756,309.2470093,1.1231300,831.3350220,407.7909851,69344496.0000000,198.2830048,161.8170013,1889.0000000,79029.2968750,72571.2968750,293950.0000000,1107.0000000,3541.0000000,1412.3399658,647.8029785,2.1715500,4244100.0000000,7471.9902344,1576.7199707,357.5690002,1.0468301,1050.1500244,667.8679810,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1818.3000488,770.1599731,2.3394599,5539380.0000000,8738.8603516,1628.9000244,196.4049988,1.0970800,0,0.0000000,0.0000000,0.0000000,642,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,1.0000000,0.0000000
22,15.856848847800000,1780,20.7616997,23.2276993,235.0000000,0.0000000,1.0000000,3.0000000,16.0475006,1.0000000,0.0000000,1.0000000,319.9949951,4.3201098,4.0118599,129.5330048,172.2440033,144721.0000000,131.5350037,123.4489975,107.0000000,5820.6899414,2794.3798828,772.0000000,92.0000000,296.0000000,282.1159973,137.6430054,2.1235499,509939.0000000,2974.8898926,755.5230103,293.1480103,1.3810700,338.9450073,289.4089966,9417940.0000000,271.5450134,309.9190063,691.0000000,35380.3007812,24133.4003906,40233.0000000,428.0000000,1378.0000000,746.3449707,493.4389954,1.9755100,2104760.0000000,5682.1601562,1435.2099609,306.6979980,1.2207201,468.3489990,586.9589844,44280800.0000000,274.9049988,315.2019958,1427.0000000,60721.6015625,52304.3984375,188441.0000000,860.0000000,2748.0000000,867.6710205,568.7290039,1.6793300,3581930.0000000,6986.4902344,1480.5000000,330.1789856,1.0844100,583.2999878,876.5510254,91089200.0000000,282.5780029,330.3460083,2181.0000000,85855.8984375,84376.8984375,387770.0000000,1228.0000000,3919.0000000,1012.5900269,629.2899780,1.6581200,4348570.0000000,7595.6000977,1529.5500488,350.3559875,1.0557700,651.7620239,982.6439819,114029000.0000000,277.5150146,320.1809998,2393.0000000,94082.3984375,94043.7968750,485388.0000000,1324.0000000,4255.0000000,1181.4899902,689.6209717,1.7269800,4602540.0000000,7805.2797852,1529.9599609,349.3160095,1.0533400,747.8339844,1098.7199707,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1357.4599609,739.6409912,1.8244700,5539380.0000000,8738.8603516,1678.2299805,195.5989990,1.0970800,0,0.0000000,0.0000000,0.0000000,1780,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
23,2.123711636970000,1786,26.9638996,26.8428001,1.0000000,0.0000000,0.5000000,0.0000000,2.1271601,1.0000000,0.0000000,1.0000000,290.5480042,0.2658950,0.2734640,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0.0898932,11.1243000,0.3333330,0.3333330,1.0000000,1.0000000,2.1271601,0.0000000,1.0000000,0.0000000,0.0000000,0.7090540,0.7090540,1.0000000,0.0000000,4.2474198,26.9242992,290.5480042,0.0000000,0,0.0000000,0.0000000,0.0000000,1786,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
