OID_,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp1000,BtHWp1000,TPBtHWp1000,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,PC,OBJECTID,Shape_Length_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1,Shape_Length
1,36,28.2348995,30.0014992,746.0000000,0.0000000,1.7500000,2.0000000,35.3099785,1.0000000,462.2384033,1.4443604,323.4496765,218.1793365,217.7928925,152.3156128,35.5053062,3246343.2500000,522.7057495,452.4371338,10.0000000,172.2887268,838.1770630,4849.0000000,7.0000000,21.0000000,37.1950035,25.1962719,1.6725998,1840.3125000,208.3791046,78.8134155,298.3153076,1.8776165,252.1625519,62.9974899,9401589.0000000,539.1212158,388.8853149,82.0000000,3193.5368652,3889.4086914,13100.0000000,61.0000000,201.0000000,90.3257446,57.2718277,1.8524768,144259.2343750,1536.1231689,457.1058960,329.5764771,1.3016632,464.1032715,174.8344269,51917996.0000000,584.2520752,433.1074829,581.0000000,19975.2050781,17650.9453125,69980.0000000,378.0000000,1220.0000000,341.9880676,211.2696228,1.7394747,873995.5000000,3664.9904785,806.7025757,207.0998993,1.2230005,628.8635864,367.0245361,153268064.0000000,602.2306519,462.0573120,1392.0000000,51319.4296875,41662.6445312,206345.0000000,832.0000000,2687.0000000,590.6678467,345.0649109,1.7764151,2625714.0000000,5991.2104492,1152.0230713,272.7426147,1.0878571,757.4207153,568.0546875,288535776.0000000,724.4381714,704.7917480,2073.0000000,78437.6328125,72737.4609375,387398.0000000,1183.0000000,3786.0000000,673.4454956,401.4148254,1.7213970,3770266.7500000,7093.8071289,1357.9957275,172.2846527,1.0621279,955.8566284,747.2280884,457185120.0000000,745.3950806,746.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1054.3360596,584.1867676,1.7885652,5539375.0000000,8738.8583984,2181.2717285,174.7967834,1.0970812,0,36,,,none,,,,,0.7500000,1.0000000,,35.006387303672817
2,37,0.0000000,0.0000000,746.0000000,0.0000000,1.5000000,1.0000000,41.8655624,1.0000000,282.6733704,,,121.8193512,121.8193512,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,50.4570732,23.6919117,463763.3437500,414.4444580,746.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,16.8775616,16.3550701,1.3170041,102.8904037,46.8920975,36.2305984,223.0504761,1.7006487,0,37,,,none,,,,,0.5000000,1.0000000,,41.823950902109260
3,40,29.9447002,30.6851997,1119.0000000,0.0000000,2.2500000,4.0000000,44.3223343,1.0000000,81.7142563,1.0426124,293.7843018,71.1611710,70.9528961,125.5988007,127.8056793,13479847.0000000,1512.0445557,1520.7363281,68.0000000,2717.2321777,2975.6276855,10481.0000000,50.0000000,167.0000000,76.1691284,58.5748863,1.6671208,136715.8281250,1507.0104980,412.7892456,333.2171936,1.3219162,290.3401794,315.2788086,274492576.0000000,6212.1176758,1803.9141846,567.0000000,19530.3984375,17116.5371094,69130.0000000,364.0000000,1178.0000000,292.5493164,208.9779663,1.4907788,868469.5000000,3658.3776855,810.7446289,203.3988495,1.2263449,438.2367249,573.5640869,1392337920.0000000,10972.2548828,1318.5334473,1360.0000000,50095.6875000,40810.4296875,201009.0000000,812.0000000,2622.0000000,524.9416504,323.4772034,1.6523713,2423379.0000000,5862.7929688,1105.6365967,271.5158691,1.1286983,565.9302368,835.1143799,3818052608.0000000,14589.8798828,1427.3063965,2051.0000000,77392.8281250,70879.7656250,384458.0000000,1173.0000000,3756.0000000,612.9638672,377.1427612,1.6468897,3737390.7500000,7085.9423828,1390.3909912,170.5686951,1.0690964,627.1323853,942.6940308,6854622208.0000000,17816.1992188,1473.9561768,2357.0000000,92234.5703125,92310.7265625,478449.0000000,1295.0000000,4143.0000000,712.6629639,427.8599854,1.6821269,4429944.5000000,7630.9775391,1600.0582275,194.1604919,1.0460495,764.7513428,1051.6477051,11573943296.0000000,18870.1699219,1119.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,994.1488647,562.3713989,1.7336357,5539375.0000000,8738.8583984,2211.5981445,173.6832275,1.0970812,0,40,,,none,,,,,0.7500000,1.5000000,,44.285617595052827
4,43,30.0566998,26.4428005,1119.0000000,0.0000000,2.2500000,2.0000000,38.3638039,1.0000000,69.5794220,1.0826966,261.6629944,60.7180634,61.7344704,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,64.2909927,94.2282639,3339096.0000000,895.2000122,1119.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,30.2943115,21.5571251,1.3946463,1707.6594238,171.6192169,53.7808838,18.3945827,1.3725264,0,43,,,none,,,,,0.7500000,1.5000000,,38.182061321664449
5,213,0.0000000,0.0000000,373.0000000,0.0000000,0.7500000,2.0000000,3.5790591,0.9999999,3.2957592,1.0002753,28.9124470,1.2895252,1.2892158,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,46.9588585,878.3808594,324634.3437500,290.1111145,373.0000000,2.0000000,45.4446220,285.9691162,1119.0000000,1.0000000,3.0000000,15.5458803,12.0611897,1.1992627,102.8904037,46.8920975,36.1917038,40.9801292,1.7006487,0,213,,,none,,,,,0.2500000,0.5000000,,3.579051610635183
6,664,29.6226006,30.2898998,373.0000000,0.0000000,0.7500000,2.0000000,45.9729424,1.0000000,335.9018555,1.1021628,16.7475891,71.6686783,71.6061172,128.6197968,38.6841698,1159408.3750000,247.8571625,177.9735870,9.0000000,176.9135132,1023.6943970,3357.0000000,7.0000000,21.0000000,47.6610451,22.6546230,2.1553123,1400.1806641,154.3092041,52.2652321,104.3796310,1.3532864,254.0101624,72.4802780,4742819.5000000,270.5414734,182.3922119,97.0000000,3816.0576172,4045.9855957,12964.0000000,70.0000000,232.0000000,110.3523788,58.3358192,2.5926197,160550.0468750,1588.0268555,424.3636475,332.4689331,1.2499579,469.0037842,199.6816559,28503292.0000000,297.2328796,223.8571777,637.0000000,22610.1914062,20064.9199219,77571.0000000,402.0000000,1304.0000000,354.1603088,219.2567902,1.8006824,1023722.5625000,3874.7331543,807.6801758,204.2809296,1.1670554,628.0665894,407.9736633,83415792.0000000,310.4109802,248.6464081,1475.0000000,55130.2500000,44497.5429688,225013.0000000,872.0000000,2817.0000000,603.8162231,335.0830688,1.8827523,2695417.7500000,6048.1718750,1125.0179443,215.1340942,1.0799716,751.1445923,608.3753662,150888512.0000000,371.2180176,369.8934021,2139.0000000,80593.9218750,75074.6796875,405616.0000000,1209.0000000,3864.0000000,683.6096191,389.4232178,1.8105683,3826468.2500000,7108.2583008,1381.0270996,170.9308319,1.0507960,937.6226807,771.8529663,228685312.0000000,372.8487854,373.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1050.9826660,566.3526001,1.8589010,5539375.0000000,8738.8583984,2202.7128906,173.9231720,1.0970812,0,664,,,none,,,,,0.2500000,0.5000000,,45.959066303507477
7,670,30.7490997,30.0855007,1.0000000,0.0000000,0.7500000,4.0000000,10.1322498,1.0000000,0.5800804,1.0000128,53.6174736,2.0085618,2.0707743,155.2704163,154.1136169,11324844.0000000,1231.0051270,1.9207017,195.0000000,7096.5903320,4908.0659180,20856.0000000,143.0000000,473.0000000,204.0111237,162.2391205,1.3066643,303139.7187500,2097.6984863,460.8478088,356.8621826,1.1551368,276.2308960,415.9512329,443577248.0000000,8740.0703125,1.8405795,853.0000000,29377.4472656,24428.9140625,98233.0000000,544.0000000,1764.0000000,364.3003540,261.3048096,1.3890233,1282821.6250000,4275.9443359,877.1086426,190.7944641,1.1341956,411.7766418,728.7363892,3358663424.0000000,21060.7890625,1.4387963,1625.0000000,65254.8710938,52737.4726562,252058.0000000,944.0000000,3040.0000000,549.3751831,341.0031433,1.6170205,3240719.5000000,6624.9091797,1296.6318359,141.8899994,1.0777265,529.8569946,1000.7532959,9696206848.0000000,31327.7148438,1.6077834,2243.0000000,85721.3906250,80527.8281250,438485.0000000,1254.0000000,4011.0000000,639.6649780,389.2163391,1.6399726,4164910.7500000,7370.5419922,1413.3956299,170.1860504,1.0379664,564.8363037,1057.0012207,16871900160.0000000,40175.0390625,1.3702291,2377.0000000,92667.9921875,93772.1562500,487641.0000000,1299.0000000,4159.0000000,714.2529297,430.6747437,1.6568818,4431366.5000000,7631.6523438,1617.4343262,193.5284576,1.0458987,695.3890381,1162.7614746,23874383872.0000000,38924.8203125,1.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,982.1293945,560.7725830,1.7058103,5539375.0000000,8738.8583984,2234.0483398,173.4095306,1.0970812,0,670,,,none,,,,,0.2500000,0.5000000,,10.110365770731132
8,1113,29.8174992,30.2022991,373.0000000,0.0000000,1.2500000,4.0000000,32.2560959,1.0000000,125.8020477,1.2511919,329.8186646,49.7903252,49.7302017,112.3895493,101.5437241,5890540.5000000,805.3098755,361.0712891,19.0000000,319.0662842,1444.7562256,7089.0000000,13.0000000,41.0000000,40.0234070,26.7337742,1.5304441,2809.0874023,224.4705200,65.2832870,288.9042969,1.4273928,274.3675842,153.4946747,22631154.0000000,1050.6287842,315.7565002,194.0000000,7287.0859375,6944.1840820,24089.0000000,137.0000000,448.0000000,192.6687927,106.4347763,1.7179120,273547.1562500,1989.1372070,475.2573853,347.7038269,1.1510320,451.6505432,312.4145203,56697804.0000000,638.7686157,262.4995422,852.0000000,28919.6542969,24310.0781250,103235.0000000,543.0000000,1758.0000000,416.0998230,263.8252258,1.6346533,1294595.2500000,4272.5805664,866.8911133,194.3665314,1.1221131,603.6252441,544.1763306,116511152.0000000,429.9740601,295.5075989,1644.0000000,65780.3984375,53076.7109375,264563.0000000,961.0000000,3096.0000000,620.9915161,364.4584656,1.7475237,3314886.7500000,6693.1489258,1279.9765625,168.5787659,1.0754308,719.6381836,743.8487549,183171840.0000000,446.7149963,422.2211304,2251.0000000,86512.6406250,82150.3906250,442090.0000000,1259.0000000,4026.0000000,723.0062866,424.1183472,1.7330054,4283145.0000000,7489.0795898,1521.6309814,182.1306763,1.0420396,883.7745361,877.2265015,247050336.0000000,402.7911377,373.0000000,2731.0000000,108522.4218750,109027.3437500,613346.0000000,1463.0000000,4716.0000000,1053.5612793,584.4261475,1.7849892,5539375.0000000,8738.8583984,2207.0898438,174.6547852,1.0970812,0,1113,,,none,,,,,0.2500000,1.0000000,,31.320851208776794
9,1114,30.4897003,30.1921997,373.0000000,0.0000000,0.7500000,0.0000000,10.3241730,0.9999999,28.3322163,1.0172234,260.3414001,7.2480726,7.2759633,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,2.4220407,154.0023651,46376.3320312,124.3333359,373.0000000,1.0000000,10.3241730,28.3322163,373.0000000,0.0000000,0.0000000,3.4413908,3.3831224,1.0172234,5.2259340,20.4642620,30.7311382,88.8776474,6.3770289,0,1114,,,none,,,,,0.2500000,0.5000000,,10.319255593819712
10,1115,29.7604008,29.9227009,373.0000000,0.0000000,0.7500000,3.0000000,13.8961029,1.0000000,84.4675827,1.1260949,61.8411446,18.4631882,18.4479713,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,95.6911240,114.1102295,1298537.3750000,348.1333313,373.0000000,8.0000000,181.9033356,649.1881104,3730.0000000,3.0000000,10.0000000,27.5024643,13.3860703,1.8976997,1707.6594238,171.6192169,49.4767647,358.0527039,1.3725264,0,1115,,,none,,,,,0.2500000,0.5000000,,13.892438143235522
